text,author,likes,replyCount,cleaned_text
This fucking guy is impossible to even listen to,@MagyJne,1,0,this fucking guy is impossible to even listen to
"Pulling everything and adding back is what is done with allergies, why not in Public Health Medicine",@albertsimpkins6664,1,0,pulling everything and adding back is what is done with allergies why not in public health medicine
I think the whole point of the Means' is to protect the guilty from the justice they deserve by policies that just resort to moving on. That's the mission right now.,@DanaJumper,2,0,i think the whole point of the means is to protect the guilty from the justice they deserve by policies that just resort to moving on thats the mission right now
Calley just answer the damn questions 🙄,@cwilliam2994,1,0,calley just answer the damn questions face_with_rolling_eyes
"it has just startedhe is telling his storythen he saysI think bobby kennedy being on a national stage is miraclewell, that's disingenuousHE IS A KENNEDYnot only that his name mirrors the horrors and tragedy that befell bobby kennedymaybe it is miraculous that he is on the national stagebut disingenuousto imply it is a miracle that bobby kennedy is on a national stage.",@superdupper01,0,0,it has just startedhe is telling his storythen he saysi think bobby kennedy being on a national stage is miraclewell thats disingenuoushe is a kennedynot only that his name mirrors the horrors and tragedy that befell bobby kennedymaybe it is miraculous that he is on the national stagebut disingenuousto imply it is a miracle that bobby kennedy is on a national stage
Mr na is in your food,@goathead3329,1,0,mr na is in your food
"Mr means, i feel your sincerity and yes Sri and intelligence's are all directed by a specific agenda, when you put all the skull and bones and all the structure itself, you know you did not fit in the mold but you made compromises in yourself (ignoring call things conspiracies) to be able to have a career in such programming, you can call it brainwashing, just as long you go along they will not let you know more if you don't ask the right questions and if you ask the questions it is because you already know the answer. walking a narrows path that was set/ programmed before you. view it this way, they best keep you busy than truly aligning with your heart, i believe now at this moment you start seeing, it's one big vibe,if you think the way they want. you are chosen.",@mysticalsoulqc,1,0,mr means i feel your sincerity and yes sri and intelligences are all directed by a specific agenda when you put all the skull and bones and all the structure itself you know you did not fit in the mold but you made compromises in yourself ignoring call things conspiracies to be able to have a career in such programming you can call it brainwashing just as long you go along they will not let you know more if you dont ask the right questions and if you ask the questions it is because you already know the answer walking a narrows path that was set programmed before you view it this way they best keep you busy than truly aligning with your heart i believe now at this moment you start seeing its one big vibeif you think the way they want you are chosen
"Wow Mary calling Calley ""rude"" after berating him multiple times even when discussing his dead mother.  Wow. Wow. WOW!!!",@scorkren1118,0,1,wow mary calling calley rude after berating him multiple times even when discussing his dead mother  wow wow wow
Grateful that Jack is waking people up! And I'm appaulled that not enough people are angry!! We see right through the bs. Thank you Jack for helping us!!!❤💥😇💜🙏,@noraedithacevedo1448,2,0,grateful that jack is waking people up and im appaulled that not enough people are angry we see right through the bs thank you jack for helping usred_heartcollisionsmiling_face_with_halopurple_heartfolded_hands
I've tried to make it through this podcast 3 times!!! Danny Jones -- if you are going to cover these highly controversial topics you need to learn how to moderate your damn guests! Jack may have an important message but he SUCKS BALLS as a messenger. Ugh!!!!!!!!!!!!,@scorkren1118,1,0,ive tried to make it through this podcast  times danny jones  if you are going to cover these highly controversial topics you need to learn how to moderate your damn guests jack may have an important message but he sucks balls as a messenger ugh
"Im halfwsy through and i cant take anymore. I dont know whos the worst jack, mary, ir the other guyjack is bad but mary seems to really irk me. But i cant stand when grown ass adults cant let other grown ass adults speak their peace  then when theyre done, give your reply. So bye bye",@hypsyjoo369,0,0,im halfwsy through and i cant take anymore i dont know whos the worst jack mary ir the other guyjack is bad but mary seems to really irk me but i cant stand when grown ass adults cant let other grown ass adults speak their peace  then when theyre done give your reply so bye bye
No way did this guy take ANY jabs.,@corny5128,0,0,no way did this guy take any jabs
And still there is no mention of the REAL elephant(s) in the room.,@corny5128,1,0,and still there is no mention of the real elephants in the room
"1:05, heat turns up and Calley is ready to RUN!!!",@jsa310,0,0, heat turns up and calley is ready to run
Means is going down if he keeps acting this way!,@jsa310,0,0,means is going down if he keeps acting this way
Calley Means is a jackass. Thanks for shedding light on him!,@jsa310,0,0,calley means is a jackass thanks for shedding light on him
"They're successfully treating pancreatic cancer recently in the UK at least. It's at a beta type stage treatment atm but the process is sound and tailored to the individual, also Leukemia has been succesfully treated and the potentials of the methods to be used for other cancers (mainly from the pancreatic type treatment used) SHOULD soon be harnessed, along with other new methods perhaps to maximise the success rate and fine tune the processesses for other cancers. Or at least I hope it goes that way. o7 Danny, loving the shows.",@5P4C3d3V1L,0,0,theyre successfully treating pancreatic cancer recently in the uk at least its at a beta type stage treatment atm but the process is sound and tailored to the individual also leukemia has been succesfully treated and the potentials of the methods to be used for other cancers mainly from the pancreatic type treatment used should soon be harnessed along with other new methods perhaps to maximise the success rate and fine tune the processesses for other cancers or at least i hope it goes that way o danny loving the shows
End mRNA technology in all products!!!,@radensmom,0,0,end mrna technology in all products
His name is kali means hahahahahaha😂😂😂😂,@goathead3329,0,0,his name is kali means hahahahahahaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
"hes not denying the damage from the shots. People can be healed from the shots with proper nutrition & proper supplements, sunshine etc WITHOUT acknowledging that their health issues came from the shots",@Toots22,0,0,hes not denying the damage from the shots people can be healed from the shots with proper nutrition  proper supplements sunshine etc without acknowledging that their health issues came from the shots
"I can understand that jack and mary feel very strongly about their positions, and rightfully so, but their attitude (mostly jacks) is frankly overly aggressive and off putting. A huge number of people still buy into the covid narrative and response measures. These are the people who need to be convinced, and it won't happen through someone like Jack. Imo, if he actually cares about his message, he should be more tactful. Is Calley some WEF globalist agenda shill? I don't know, but neither does Jack. He's making accusations with circumstantial evidence. Everyone should be skeptical, but being skeptical also means being open-minded. Jack does not come across this way and at many times seems very narrow-minded. Regardless of whether Jack is entirely right, he needs to be able to reach people in a more effective way. One of his big points of suspicion is, ""Well why haven't I gotten as much attention as Calley?"" From my perspective it's because he comes across in a very unpleasant and condescending way. He is shooting himself in the foot by carrying himself in this fashion and won't get very far with spreading his message.",@darienkinne1347,1,0,i can understand that jack and mary feel very strongly about their positions and rightfully so but their attitude mostly jacks is frankly overly aggressive and off putting a huge number of people still buy into the covid narrative and response measures these are the people who need to be convinced and it wont happen through someone like jack imo if he actually cares about his message he should be more tactful is calley some wef globalist agenda shill i dont know but neither does jack hes making accusations with circumstantial evidence everyone should be skeptical but being skeptical also means being openminded jack does not come across this way and at many times seems very narrowminded regardless of whether jack is entirely right he needs to be able to reach people in a more effective way one of his big points of suspicion is well why havent i gotten as much attention as calley from my perspective its because he comes across in a very unpleasant and condescending way he is shooting himself in the foot by carrying himself in this fashion and wont get very far with spreading his message
"Why wait so long to publish.  It says released two days ago, then on December 26th, but it sounds like based on the time frames they refer to, it was recorded in early December Why?",@scottymills9739,0,0,why wait so long to publish  it says released two days ago then on december th but it sounds like based on the time frames they refer to it was recorded in early december why
I can't even watch and I'm only quarter of the way in what a mess we are in,@peacelilly75,0,0,i cant even watch and im only quarter of the way in what a mess we are in
"Anyone else get the feeling that this is just like the ""Matrix man"" vs Neo.  The corporate suit is the tell tale sign. It screams money is my God over humanity.",@kehreyannedean6315,2,0,anyone else get the feeling that this is just like the matrix man vs neo  the corporate suit is the tell tale sign it screams money is my god over humanity
I don't even trust him,@peacelilly75,0,0,i dont even trust him
Urgh brother what that,@peacelilly75,0,0,urgh brother what that
The lobbyists LOST... big time.,@kehreyannedean6315,1,0,the lobbyists lost big time
OBVIOUSLY.... The lobbyists job is to PROTECT the profits of SHAREHOLDERS.  THAT is the core issue.  Everyone knows all this is wrong.... but no one wants to lose their MONEY.,@kehreyannedean6315,2,1,obviously the lobbyists job is to protect the profits of shareholders  that is the core issue  everyone knows all this is wrong but no one wants to lose their money
Well one's influence is solely MONEY... especially when it comes to big pharma.  Lobbyists become lobbyists because MONEY and lies are their game. So I would trust the brain surgeon before I EVER trust anything a lobbyists says. Lobbyists (professionals in the field of BRIBERY) have split tongues.... and they are loyal to the money that pays them... period.  Sounds like he is trying to deflect and redirect blame toward medications (not jabs) and the food system.  You can tell he is kikely being paid to be projab.... but won't let his own kids get those shots.   When someone won't say yes or no.... there is a reason.  Likely a backroom deal behind closed doors reason.,@kehreyannedean6315,1,0,well ones influence is solely money especially when it comes to big pharma  lobbyists become lobbyists because money and lies are their game so i would trust the brain surgeon before i ever trust anything a lobbyists says lobbyists professionals in the field of bribery have split tongues and they are loyal to the money that pays them period  sounds like he is trying to deflect and redirect blame toward medications not jabs and the food system  you can tell he is kikely being paid to be projab but wont let his own kids get those shots   when someone wont say yes or no there is a reason  likely a backroom deal behind closed doors reason
In my opinion..... Tucker Carlson is CIA.  Always has been.... always will be.  He is controlled opposition. I would never trust him regardless of what he is spinning.,@kehreyannedean6315,2,0,in my opinion tucker carlson is cia  always has been always will be  he is controlled opposition i would never trust him regardless of what he is spinning
Danny is a Evil Globalist & payd well to do his  Evil job.His not human,@mariaornelas4939,1,0,danny is a evil globalist  payd well to do his  evil jobhis not human
He didnt write no book 😂 he looks like he doesnt know a thing thats in the book,@iamup5et,1,0,he didnt write no book face_with_tears_of_joy he looks like he doesnt know a thing thats in the book
Kruse is a bullshit artist,@blahblahblah6378,0,0,kruse is a bullshit artist
"Man... I'm only 1/3 of the way through this and it's hard to listen to. I commend Calley for coming on to the podcast, so far it's tough to hear him seemingly skirting important issues. I'm not really familiar yet with him or his sister, though I know they're suddenly everywhere and my wife read their book. Why he won't even give a clear answer on why he doesn't feel the ""you know whats"" should be immediately banned is very troubling. Dr Jack Kruse is extremely impressive. I wouldn't want to ever get on his bad side and have to debate him.",@ChrisCassidyeXpRealty,1,1,man im only  of the way through this and its hard to listen to i commend calley for coming on to the podcast so far its tough to hear him seemingly skirting important issues im not really familiar yet with him or his sister though i know theyre suddenly everywhere and my wife read their book why he wont even give a clear answer on why he doesnt feel the you know whats should be immediately banned is very troubling dr jack kruse is extremely impressive i wouldnt want to ever get on his bad side and have to debate him
"Cally Means is highlighting the problems of the world. He has  a lot of words and soft tones and nothing to offer. Everything that he is asked to validate he knows nothing about but supposedly he's a professional...and he seems more insulted and interested in the way he is being addressed, than the well being of any and all humans.",@Amberstiner,0,0,cally means is highlighting the problems of the world he has  a lot of words and soft tones and nothing to offer everything that he is asked to validate he knows nothing about but supposedly hes a professionaland he seems more insulted and interested in the way he is being addressed than the well being of any and all humans
Calley is a useful idiot.,@scottiemackrell3472,0,0,calley is a useful idiot
HE SAYS THE AMERICAM PEOPLE....GLOBALIST,@maxlife9721,0,0,he says the americam peopleglobalist
OH MY HELL THIS LOBYIST WILL NOT STOP LYING...HES THERE FOR MISINFORMATION....100% DISHONEST,@maxlife9721,2,0,oh my hell this lobyist will not stop lyinghes there for misinformation dishonest
I found it hard to listen to due to that fuck wit Jack not being able to hold a rational debate just jumping from conspiracy to conspiracy bringing up his mothers death and death certificate. And interrupting constantly,@craigscanlan599,0,1,i found it hard to listen to due to that fuck wit jack not being able to hold a rational debate just jumping from conspiracy to conspiracy bringing up his mothers death and death certificate and interrupting constantly
HOW ABOUT REMDEZIVIR KILLING PEOPLE IN HOSPITALS...THIS WAS MURDER BY THE HOSPITALS,@maxlife9721,0,0,how about remdezivir killing people in hospitalsthis was murder by the hospitals
Holy shit!!!! Talking about his mom and he's just sitting there taking it.,@scottymills9739,0,0,holy shit talking about his mom and hes just sitting there taking it
HES ACTING LIKE THINGS ARE NOT ALREADY OUT THERE AND THE DATA IS NOT THERE....BY SAYING WE SHOULD....ITS ALREADY THERE....PHARMA GUY IS DISHONEST SCUMBAG,@maxlife9721,2,0,hes acting like things are not already out there and the data is not thereby saying we shouldits already therepharma guy is dishonest scumbag
Policy processing.  In order to get the vac out like it was.  There had to be nothing else that was able to do same job.  Well now we all no ivermectin was just as good if not better.  But no money to be made on it because patents was open ..no Monopoly on it.  Id like to know who got paid what during that big rob of tax payers . Out grand kids kids will be paying for that. This country is a joke .Greed has destroyed it .  Greedy bastards goin destroy this planet.,@marshallwilliams2990,0,0,policy processing  in order to get the vac out like it was  there had to be nothing else that was able to do same job  well now we all no ivermectin was just as good if not better  but no money to be made on it because patents was open no monopoly on it  id like to know who got paid what during that big rob of tax payers  out grand kids kids will be paying for that this country is a joke greed has destroyed it   greedy bastards goin destroy this planet
THIS PHARMA MAN IS PURE DISHONEST FULL OF CRAP,@maxlife9721,1,0,this pharma man is pure dishonest full of crap
The dude is too much. He tries talking over her every words and then wile he talkin. Shuu her.  What a narcissist.  Another prick with a title thinks better everyone else.  But I bet give him 6 months were no daddy money and no help and toss out. Like rest of country. See were is 6 months. He be dead from od or in jail. It's almost against law to be poor in this country.  Jail is full poor ppl.  But if u got oj money or MJ money.,@marshallwilliams2990,0,0,the dude is too much he tries talking over her every words and then wile he talkin shuu her  what a narcissist  another prick with a title thinks better everyone else  but i bet give him  months were no daddy money and no help and toss out like rest of country see were is  months he be dead from od or in jail its almost against law to be poor in this country  jail is full poor ppl  but if u got oj money or mj money
Jack said stand ford is Dark who else went to stand,@Patty62172,0,0,jack said stand ford is dark who else went to stand
Wait a minute Jack. CALLEY IS HONEST ABOUT WHAT HE DID. SO HE DIDNT HIDE ANYTHING,@Patty62172,0,0,wait a minute jack calley is honest about what he did so he didnt hide anything
I can't do this mary and jsck,@Patty62172,0,0,i cant do this mary and jsck
Jack stop being ANGRY,@Patty62172,0,0,jack stop being angry
43:09 sounds like an xbox live lobby 😂,@BrianSimpson765,0,0, sounds like an xbox live lobby face_with_tears_of_joy
Jack Kruse is the man!,@62LeftyBlues,0,0,jack kruse is the man
Calley Means must have trained with Harris because all he gives is word salads.   He is well trained in lying and deception.  You can tell because anytime the Dr's call him out he gets nervous.  Dr Mary didn't get to talk much so she needs her own podcast.,@clamhomesteadadventures2932,1,0,calley means must have trained with harris because all he gives is word salads   he is well trained in lying and deception  you can tell because anytime the drs call him out he gets nervous  dr mary didnt get to talk much so she needs her own podcast
Thr guy in the hat needs to learn some manners .,@kenadams5504,0,0,thr guy in the hat needs to learn some manners 
"so he looks down when he fishes out a coherent diversion. eye contact while pathologically polluting the emi field is next to impossible, also the soul( although barred) still has some pull but not much. when the left side digs in to pry out logical nouns and adjectives this is the window for the right side, this is when the head tilts slightly forward and the eyes are almost fixed on the table. on the flip note, you'll never get a straight answer these types of people get a hard on when you play this game them.",@Findmylimit,0,0,so he looks down when he fishes out a coherent diversion eye contact while pathologically polluting the emi field is next to impossible also the soul although barred still has some pull but not much when the left side digs in to pry out logical nouns and adjectives this is the window for the right side this is when the head tilts slightly forward and the eyes are almost fixed on the table on the flip note youll never get a straight answer these types of people get a hard on when you play this game them
"Calley ""i believe people should have the free will to take a product they have no fucking information about but not my kids"" Signs of a snake.",@TheBitcoinWatcher,0,0,calley i believe people should have the free will to take a product they have no fucking information about but not my kids signs of a snake
Exactly people!  StrategyOpen up the listening!,@patriciamoore3318,0,0,exactly people  strategyopen up the listening
I want Jack to read all comments and replies.  Other than just getting everyone agreeing with him.,@patriciamoore3318,0,0,i want jack to read all comments and replies  other than just getting everyone agreeing with him
I like that a pharma lobbyist has considered the best way to make money in his job is tyrannical and hes very mindful of this,@andrewflowerandrehew9765,0,0,i like that a pharma lobbyist has considered the best way to make money in his job is tyrannical and hes very mindful of this
Surely the cov shot mandate being rebuked will kickstart the momentum to clean up the unhealth industry,@andrewflowerandrehew9765,0,0,surely the cov shot mandate being rebuked will kickstart the momentum to clean up the unhealth industry
Sounds like government and phrama want a real war... Sorry  to anyone who gets in the way!,@finishhim84,0,0,sounds like government and phrama want a real war sorry  to anyone who gets in the way
Sorry I think I got the men mix up. It's the dark hair guy I don't trust he is guilty of working for the deep state. I don't trust lobbyists.,@dianefant9486,0,0,sorry i think i got the men mix up its the dark hair guy i dont trust he is guilty of working for the deep state i dont trust lobbyists
Never trust a Lobbyists! Their dirt bags working both side Congress and Pharma.,@dianefant9486,0,0,never trust a lobbyists their dirt bags working both side congress and pharma
"He is very, very uncomfortable!   He a deep state doctor for sure. He is selling the deep state agenda its.",@dianefant9486,0,0,he is very very uncomfortable   he a deep state doctor for sure he is selling the deep state agenda its
His body telling you he is full of BS!,@dianefant9486,0,0,his body telling you he is full of bs
"Please, please have Dr. Tenpenny on this show! She knows about the facts about vaccines! The Lord told me years ago do not take vaccines!",@dianefant9486,0,0,please please have dr tenpenny on this show she knows about the facts about vaccines the lord told me years ago do not take vaccines
I believe people are going to take back their power and start paying attention more to their body's. Trust your gut not doctors. The Lord said the people have given their power away to doctors and the government. The Lord is showing you the darkness in both now.  So we will not do it again. He says lots will die!,@dianefant9486,0,0,i believe people are going to take back their power and start paying attention more to their bodys trust your gut not doctors the lord said the people have given their power away to doctors and the government the lord is showing you the darkness in both now  so we will not do it again he says lots will die
He is full of shit! Don't trust him!,@dianefant9486,0,0,he is full of shit dont trust him
I have a friend.  His grandfather said his 2 year old grandson very active and talks a lot. After vaccines stop talking and not active.,@dianefant9486,0,0,i have a friend  his grandfather said his  year old grandson very active and talks a lot after vaccines stop talking and not active
Pharma can't make any money off Ivermectin because it's been on the market. Ivermectin   is a cure for cancer and it has been proven in medical reports.,@dianefant9486,0,0,pharma cant make any money off ivermectin because its been on the market ivermectin   is a cure for cancer and it has been proven in medical reports
This dark hair doctor is deep state doctor.,@dianefant9486,0,0,this dark hair doctor is deep state doctor
Jack thinks he's inspector gadget 😂,@ssfourvegeta,0,0,jack thinks hes inspector gadget face_with_tears_of_joy
I don't trust this brain surgeon he hiding something! I don't care about your past. Just say yes or no vaccines it is a bioweapons.,@dianefant9486,0,0,i dont trust this brain surgeon he hiding something i dont care about your past just say yes or no vaccines it is a bioweapons
I don't trust this brain surgeon he hiding something!,@dianefant9486,0,0,i dont trust this brain surgeon he hiding something
"The Lord said he would take Pharma and the medical because of the greed, and they are making people sick. After he takes Pharma down, there will not be sickness on earth.",@dianefant9486,0,0,the lord said he would take pharma and the medical because of the greed and they are making people sick after he takes pharma down there will not be sickness on earth
"I have cancer, and I declined medical treatment because I know there has been a cure for cancer for 40 years that I know  of.",@dianefant9486,0,0,i have cancer and i declined medical treatment because i know there has been a cure for cancer for  years that i know  of
"I do credit Calle and his sister for opening the dark can of worms about the BigPharma and ""Health Care"" agenda over Ozempic, for one thing.",@whereswendy8544,0,0,i do credit calle and his sister for opening the dark can of worms about the bigpharma and health care agenda over ozempic for one thing
"Doctors who stand up fear being killed, losing their license, and their practice destroyed and their kick backs of $35,000.00 a year, plus vacations paid by Pharma to push their drugs. Most doctors  now work for a hospital or a corporation requiring them to push Pharma. The only difference between doctors and the person selling drugs on the street is that the doctor has a license. Doctors get a kickback for the number of drugs they push per month!",@dianefant9486,0,0,doctors who stand up fear being killed losing their license and their practice destroyed and their kick backs of  a year plus vacations paid by pharma to push their drugs most doctors  now work for a hospital or a corporation requiring them to push pharma the only difference between doctors and the person selling drugs on the street is that the doctor has a license doctors get a kickback for the number of drugs they push per month
Jack did his research and seems to have the receipts.,@whereswendy8544,0,0,jack did his research and seems to have the receipts
Why ask a question if you don't let the person answer? They need a talking stick.,@no_displayname,0,0,why ask a question if you dont let the person answer they need a talking stick
Jack Kruse is a lunatic who is wrong about almost everything.,@boydquinoa,0,0,jack kruse is a lunatic who is wrong about almost everything
