text,author,likes,replyCount,cleaned_text
"Bruh. I remember installing it, checking a few shops where I actually wanted to buy stuff from, seeing it did nothing and uninstalling it. Lmao.Always think for yourself :')",@SariniyaKiyu,1,0,bruh i remember installing it checking a few shops where i actually wanted to buy stuff from seeing it did nothing and uninstalling it lmaoalways think for yourself 
"Hey greg, join honey.",@SUCHEASYTIPSyet,0,0,hey greg join honey
when can we expect part 2?,@mauritsjacobse3179,1,0,when can we expect part 
Glad for people like you,@MsLampalampa,1,0,glad for people like you
its basically a man in the middle attack,@re1ky,1,0,its basically a man in the middle attack
Why wait so long to release part two?,@jorns6678,1,0,why wait so long to release part two
markiplier predicted this like 4 years ago,@roseth777,0,0,markiplier predicted this like  years ago
Is Capital One doing the same exact thing?,@shankararhuddlan270,0,0,is capital one doing the same exact thing
"My rule of thumb is:If one small youtuber talks about something you can check (with a grain of salt) what it's about.If a big youtuber advertises something, think ten times, as it may be shady.If several big youtubers advertise something, it's a scam, no other questions needed. Avoid at all costs.If over 10 big youtubers advertise something, don't even look it up.",@NotCreativeNickname,1,0,my rule of thumb isif one small youtuber talks about something you can check with a grain of salt what its aboutif a big youtuber advertises something think ten times as it may be shadyif several big youtubers advertise something its a scam no other questions needed avoid at all costsif over  big youtubers advertise something dont even look it up
"Rule number 1:Nothing is free, end of story.",@AylottPeti,2,0,rule number nothing is free end of story
Where's the next part?,@TheDreamLeaf,10,0,wheres the next part
"Why does youtube pick and spam, the most intentionally annoying ads? Temu, the 4x shit unoriginal ad money games. Google wants to be so annoying idk why. Tis like, opera/brave browser time......",@lucasdumb4626,0,0,why does youtube pick and spam the most intentionally annoying ads temu the x shit unoriginal ad money games google wants to be so annoying idk why tis like operabrave browser time
Immagine nord vpn is a fraud,@Chillychilly-qe1dj,1,0,immagine nord vpn is a fraud
@MegaLag Are you still alive?,@generico896,7,0,megalag are you still alive
Hey its a fellow kiwi,@demods1,0,0,hey its a fellow kiwi
It never actually saved me any money so i uninstalled it very quickly,@detectivewiggles,2,0,it never actually saved me any money so i uninstalled it very quickly
"Part 2 is way too late, everyone forgot about it already",@MiyazakisPVPexperience,11,2,part  is way too late everyone forgot about it already
I tried to download honey once and my dad uninstalled it and told me it was no good. I should always believe my dad about this stuff it seems,@laurencahill1068,0,0,i tried to download honey once and my dad uninstalled it and told me it was no good i should always believe my dad about this stuff it seems
"#1 in Buisiness ..... get yourself between the People and the Money Damn smart from honeyAnd how all the "" Influencer "" crying that they lost Money becuse of their Links been gone ...fuking love it !!!!",@derrawhide,0,0, in buisiness  get yourself between the people and the money damn smart from honeyand how all the  influencer  crying that they lost money becuse of their links been gone fuking love it 
"Glad I never downloaded that app, I just don't care enough to save a couple cents or dollars on my online purchases.",@braiangularte9315,0,0,glad i never downloaded that app i just dont care enough to save a couple cents or dollars on my online purchases
"0:23There Was In Fact, A Catch",@bear7098,1,0,there was in fact a catch
bro has been real quiet....... he said he would be coming with a new video soon......,@saadansari-vi7pt,3,0,bro has been real quiet he said he would be coming with a new video soon
"So it's been 3 weeks, and I still haven't heard a peep about any class action lawsuits against this.Which sends a message - stealing is NOT punishedSo, enjoy normalizing theft and fraud!",@ferofax,0,1,so its been  weeks and i still havent heard a peep about any class action lawsuits against thiswhich sends a message  stealing is not punishedso enjoy normalizing theft and fraud
I thought everyone knew how this worked already.... I figured that out by the second time I used it.   that was like over a decade ago it feels.   removed it after that and kept It in mind when I saw someone trying to promote it.,@TheJunky228,0,0,i thought everyone knew how this worked already i figured that out by the second time i used it   that was like over a decade ago it feels   removed it after that and kept it in mind when i saw someone trying to promote it
"Didnt jive with us is wild. ""Jive"" they outright stole from you lol",@Aaron-xo7px,0,0,didnt jive with us is wild jive they outright stole from you lol
When's the next video on this?,@joshholland9473,1,0,whens the next video on this
Oh no Lmg trolls here wow,@mbgk4190,0,0,oh no lmg trolls here wow
At least Winnie the pooh eats the honey decently....FG,@grouikr7742,0,0,at least winnie the pooh eats the honey decentlyfg
12:57 they didn't get way more money out of sponsoring this for sure,@WsciekleMleko,0,0, they didnt get way more money out of sponsoring this for sure
"Imagine being smart buyer, who doesn't buy something other youtuber tells him to buy. Then you get money out of honey, and no one loses it.",@WsciekleMleko,0,0,imagine being smart buyer who doesnt buy something other youtuber tells him to buy then you get money out of honey and no one loses it
Eh don't really feel that bad about it. Never buy from affiliate links to begin with because why should creators get commissions. That just promotes bad faith reviews in my opinion.,@prototypep4,0,0,eh dont really feel that bad about it never buy from affiliate links to begin with because why should creators get commissions that just promotes bad faith reviews in my opinion
"New flash 90% of YouTubers are scammers .Posting videos isn't a job , kids.Stop listening to social media and influencers.",@nflisrigged1395,0,0,new flash  of youtubers are scammers posting videos isnt a job  kidsstop listening to social media and influencers
"Nice investigation, you gained another subscriber 👍",@kennethJAO96,0,0,nice investigation you gained another subscriber thumbs_up
"I tried Honey! And probably others.When none of those free installations saved me any money at the point of checkout (almost buying the product, another click or two away), I gave up. ""What good is this thing? I thought it could find me saved money anywhere and all the time. Whatever."" I haven't used anything since. I have, however, gone by my great grandfather's adage: If you don't have the cash to purchase something, you can't afford it. It's worked wonders for my budget and financial life, online ""money savers"" be damned.",@francisgoin3112,0,0,i tried honey and probably otherswhen none of those free installations saved me any money at the point of checkout almost buying the product another click or two away i gave up what good is this thing i thought it could find me saved money anywhere and all the time whatever i havent used anything since i have however gone by my great grandfathers adage if you dont have the cash to purchase something you cant afford it its worked wonders for my budget and financial life online money savers be damned
@MegaLag can you please make a vid on misplay? I keep seeing all of the ads and I would like to know how they make money,@Destroyar999,0,0,megalag can you please make a vid on misplay i keep seeing all of the ads and i would like to know how they make money
MARK PREDICTED THE FUTURE!!!,@Sakura_Sunz,0,0,mark predicted the future
"because in the big corporate world all the money is made between the lines, with no transparency to us the consumers. they have no accountability for the responsibility their not lying to us in the first place. how dumb are influencers and people who follow them...characterless sheeple. money is the root of all evil. think for your selves for once.",@Mrextravigant,0,0,because in the big corporate world all the money is made between the lines with no transparency to us the consumers they have no accountability for the responsibility their not lying to us in the first place how dumb are influencers and people who follow themcharacterless sheeple money is the root of all evil think for your selves for once
"Thank you for discovering this big scam, a professional scam company. ❤",@very-frank,0,0,thank you for discovering this big scam a professional scam company red_heart
LOL people are collectively dumbasses for money always. But then there are those that fall for it that will stil believe the yare different.... XD XD... XD,@girthakian,0,0,lol people are collectively dumbasses for money always but then there are those that fall for it that will stil believe the yare different xd xd xd
how aren't you a detective,@suol-a,0,0,how arent you a detective
Does anybody know when part 2 is going to be released?,@hiddenshadow2105,3,0,does anybody know when part  is going to be released
They owe all their content creator promoters that money.,@Kankooro,0,0,they owe all their content creator promoters that money
The browsers need to pull this fraudulent shit off the extension market,@Keithfert490,0,0,the browsers need to pull this fraudulent shit off the extension market
I need part two!,@tehfirstjonowano,1,0,i need part two
"with all this going on in browsers, Chrome had to have known too",@davemichael798,1,0,with all this going on in browsers chrome had to have known too
Imagine this video was sponsored by Honey,@timothyshahbaz4903,0,0,imagine this video was sponsored by honey
"I actually never want to use any of paypals services ever again for this, this is so far beyond the bottom of the barrel scum its indescribable",@DavidSmashGames,0,0,i actually never want to use any of paypals services ever again for this this is so far beyond the bottom of the barrel scum its indescribable
You sound like the Nostalgia Critic.,@ic3mania,0,0,you sound like the nostalgia critic
I care if your life isn't honey after this video 😭📸,@ynycu,0,0,i care if your life isnt honey after this video loudly_crying_facecamera_with_flash
Problem with this series is you should of recorded all the episodes now people have to wait for weeks or even months for next part,@simeondavidjones,0,0,problem with this series is you should of recorded all the episodes now people have to wait for weeks or even months for next part
Anything that Mr Beast endorsers is bound to be shady .,@Bebedollie,1,0,anything that mr beast endorsers is bound to be shady 
When will the next part come out?,@eebtheweeb1419,2,0,when will the next part come out
Thank god ive always been too lazy to install it,@Rob_FCB,0,0,thank god ive always been too lazy to install it
So theyre giving Coupons and Affliates assumed they wont get Cut? 😂😂😂😂  I mean within 2 Seconds Of Course The affiliate will have it removed that's so easy to see,@areadreamfamily,0,0,so theyre giving coupons and affliates assumed they wont get cut face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy  i mean within  seconds of course the affiliate will have it removed thats so easy to see
"sure.... the ""influencers had no idea"" funny those that promoted honey are the same that are or were involved in scamming fans, but yeah they had no idea....",@HellSkater19,0,0,sure the influencers had no idea funny those that promoted honey are the same that are or were involved in scamming fans but yeah they had no idea
"That's glorious, what a genius scam...",@griffin5734,0,0,thats glorious what a genius scam
Oh yeah also markaplier predicted the honey scam,@JOJOQUEENOFTHENIGHTMAREPUPPIES,0,0,oh yeah also markaplier predicted the honey scam
He needs to get a Pulitzer for this.,@YallAintRight,1,0,he needs to get a pulitzer for this
Another internet scam. What a surprise.,@sandeepsampath1985,0,0,another internet scam what a surprise
Gotta wonder what scam NordVPN is running,@andrewpye,0,2,gotta wonder what scam nordvpn is running
"Please More scams on influences, yes less destroy those attention seekers every where.",@ferkeap,1,0,please more scams on influences yes less destroy those attention seekers every where
Where did you get this msr gas cartridge light bulb? I would Love One myself!,@hikingbuddy270,0,0,where did you get this msr gas cartridge light bulb i would love one myself
Crazy the money these guys make and still out here trying to scam for more p,@Inmysightsgaming,0,0,crazy the money these guys make and still out here trying to scam for more p
"Forgot to say this earlier, if you're ganna make part 2, you must and I mean must mention Markiplier. Because he predicted the scam way before you started investigating.",@shresthasengupta8984,1,0,forgot to say this earlier if youre ganna make part  you must and i mean must mention markiplier because he predicted the scam way before you started investigating
hope everyone watches this video stops using this stupid PayPal product,@ABDELRHMANmahmoudd,2,0,hope everyone watches this video stops using this stupid paypal product
when is bro dropping part 2,@9adorechan7,1,0,when is bro dropping part 
ugh Mr. Beast is such a garbage person,@Giantcrabz,0,0,ugh mr beast is such a garbage person
Markiplier called it gang!,@Lane_KellerRW24,0,0,markiplier called it gang
the only way to save money is to not spend it,@user-gj1lb6xp3t,0,0,the only way to save money is to not spend it
hurry up and release part 2,@bigblackshaq3,2,0,hurry up and release part 
"I'm predicting it. The next thing that'll get exposed is the multiple vpns that youtubers are always sponsoring like Nord Vpn, Surfshark or any other vpn youtube sponsor for selling your data or something",@KirderkFrog,1,0,im predicting it the next thing thatll get exposed is the multiple vpns that youtubers are always sponsoring like nord vpn surfshark or any other vpn youtube sponsor for selling your data or something
Im sharing this video with all my friends! Thanks for this valuable information.,@kryonc.f.9487,0,0,im sharing this video with all my friends thanks for this valuable information
When is part 2 coming up ?,@axel_blaze_csgo,0,0,when is part  coming up 
you just got a sub,@aloharay,0,0,you just got a sub
"ive always stayed away from the sus extensions, no matter how smart they seem.password extensions? one after the other they all prove to be hacked or scams.anything that deals with money is most likely a scam, if you are a scammer, ofc the easiest way to scam is by working with money.",@kerz5383,0,0,ive always stayed away from the sus extensions no matter how smart they seempassword extensions one after the other they all prove to be hacked or scamsanything that deals with money is most likely a scam if you are a scammer ofc the easiest way to scam is by working with money
We should've listened to Markiplier,@cindybailey83,0,0,we shouldve listened to markiplier
"Let me guess, it is the companies that didnt partner with them",@tksrichy4479,0,0,let me guess it is the companies that didnt partner with them
This is why my cheap ass looks for coupons myself lol,@julianarincon4488,0,0,this is why my cheap ass looks for coupons myself lol
"Sorry, but after reading this, you won't be able to unhear the background music.",@Pboy7272,0,1,sorry but after reading this you wont be able to unhear the background music
good deep dive on honey,@pourkin,0,0,good deep dive on honey
"Really enjoyed the beginning of the video, really showed how much Honey has been advertised! It's scary to think that actual people came up with something as scummy as this, I hate that there are those who don't have any morals when there is money to be made",@luminemo,0,0,really enjoyed the beginning of the video really showed how much honey has been advertised its scary to think that actual people came up with something as scummy as this i hate that there are those who dont have any morals when there is money to be made
"Influencing:The power to affect, control, or MANIPULATE something or someone; the ability to change the development of FLUCTUATING things such as conduct, THOUGHTS, or DECISIONS.It is a stupid term and so whacky and yet so many hold it as an honorable title lmao. Fools",@harishshaddy,0,0,influencingthe power to affect control or manipulate something or someone the ability to change the development of fluctuating things such as conduct thoughts or decisionsit is a stupid term and so whacky and yet so many hold it as an honorable title lmao fools
I PAUSED AND GOT RECOMENDED HOMEY,@n0rmal_men1,0,0,i paused and got recomended homey
The fines & punishments need to broken down into 3 categories to be effective. (1) You have to pay back 100% of the money you stole. (2) You have to pay 50% of your gross profits for the year as your fine. (3) Your CEO goes to prison for theft. He also forfeits his salary & benefits for the year.,@rtm135,0,0,the fines  punishments need to broken down into  categories to be effective  you have to pay back  of the money you stole  you have to pay  of your gross profits for the year as your fine  your ceo goes to prison for theft he also forfeits his salary  benefits for the year
I've never heard of honey until literally just now,@jamalamitchell,0,0,ive never heard of honey until literally just now
illegal ! they should be sued and pay 90% of their capital,@ghostkee5031,0,0,illegal  they should be sued and pay  of their capital
Commenting for algorithm/ engagement purposes,@JGWC,0,0,commenting for algorithm engagement purposes
"Dont't you think that the new coupn extention that lmg is prommoting could be his own company .you think it  this way lmg promoted a company for their own  good and later after many years they finds out they have been scammed all these years and still just cut dwon thier parternership. as one of the biggest tech creators the amount which lmg lossed wont be a small amount,but still they dont sue them for rewriting their affiliate link after they found about this ,or informing others about this scam instead, they kept it silent and you too saw one of his emoloyees reply in a way they don't care that much.but after a few years he comes up with another company saying as a new collab but doing the same job don't you think if it was a promotion wouldn't he verify it due to his past experince and cancel the promotion but instead he promoted it again what was the name again ""karma"" is that name too so random I don't think so so I  think his now his way of getting the payback ,but by scamming his own followers by himself rather than letting any other company do it",@the_darkseid777,0,1,dontt you think that the new coupn extention that lmg is prommoting could be his own company you think it  this way lmg promoted a company for their own  good and later after many years they finds out they have been scammed all these years and still just cut dwon thier parternership as one of the biggest tech creators the amount which lmg lossed wont be a small amountbut still they dont sue them for rewriting their affiliate link after they found about this or informing others about this scam instead they kept it silent and you too saw one of his emoloyees reply in a way they dont care that muchbut after a few years he comes up with another company saying as a new collab but doing the same job dont you think if it was a promotion wouldnt he verify it due to his past experince and cancel the promotion but instead he promoted it again what was the name again karma is that name too so random i dont think so so i  think his now his way of getting the payback but by scamming his own followers by himself rather than letting any other company do it
"Never trust any ads. Never get addicted with discounts. Nothing is cheap/free. You don't get good deals easily.In the age of technologies, internet, and AI, you're nothing more than a sheeple ready to be milked anywhere, anytime by greedy corporations. Get used to the 4 points above and you'll be fine.",@khaiphamba5991,0,0,never trust any ads never get addicted with discounts nothing is cheapfree you dont get good deals easilyin the age of technologies internet and ai youre nothing more than a sheeple ready to be milked anywhere anytime by greedy corporations get used to the  points above and youll be fine
There is a saying in my country: if it is too good to be true it probally is,@Battlefieldenjoyer,1,0,there is a saying in my country if it is too good to be true it probally is
Is it a scam when it's clear how it works? People just don't think about consequences enough. Most people refuse to think about stuff nor do they want to discuss it.,@Schachtens,1,1,is it a scam when its clear how it works people just dont think about consequences enough most people refuse to think about stuff nor do they want to discuss it
this is very bad practice by honey and PayPal. they should be fined and need to payback stolen money to people,@nnk3718,0,0,this is very bad practice by honey and paypal they should be fined and need to payback stolen money to people
"Dude, PayPal itself has been scamming people for years, I myself had over $2000 stolen from me by PayPal",@VoltageLP,0,0,dude paypal itself has been scamming people for years i myself had over  stolen from me by paypal
the fact they got people to use it since 2016 ... ugh,@eduardoflorentino2808,0,0,the fact they got people to use it since   ugh
its called honey?! a very subtle name for a honey trap,@AliSaaim-v3l,0,0,its called honey a very subtle name for a honey trap
sending you well wishes 💙,@melsyoutube,0,0,sending you well wishes blue_heart
"I didn't even know what was honey in the first place, because i was first introduced to it in the coiny vs coiny debate, but i still didn't really like them and i knew they would pull smth like this.Markiplier isn't alone.",@Raphaels_silly_alt,1,0,i didnt even know what was honey in the first place because i was first introduced to it in the coiny vs coiny debate but i still didnt really like them and i knew they would pull smth like thismarkiplier isnt alone
Give markiplayer a reward,@Doodletonestupid,0,0,give markiplayer a reward
"So, when is the class action going to be created for the suit?",@darrenwheeler2511,0,0,so when is the class action going to be created for the suit
Influencers have no problem ripping off their viewers by promoting shit they know nothing about for their own benefit. I have no problem saving money at the expense of influencers,@FarmerSchinken,2,0,influencers have no problem ripping off their viewers by promoting shit they know nothing about for their own benefit i have no problem saving money at the expense of influencers
Its been 3 weeks where is the vid,@01dom,1,0,its been  weeks where is the vid
to be honest idc who will get the commission so its content creator vs honey  and we will get the discount anyway,@turki5528,0,1,to be honest idc who will get the commission so its content creator vs honey  and we will get the discount anyway
Honey is not a scam for the purchaser. I use it all the time and the coupons have saved me hundreds of dollars. One of the biggest savings were on a Swann security system. Then I have redeemed at least $30 of coles supermarket gift cards using the points,@patronza,0,3,honey is not a scam for the purchaser i use it all the time and the coupons have saved me hundreds of dollars one of the biggest savings were on a swann security system then i have redeemed at least  of coles supermarket gift cards using the points
"Instead of raising the alarm, LTT chose to remain silent. This is quite telling.",@zj7845,1,1,instead of raising the alarm ltt chose to remain silent this is quite telling
"3 weeks now , are we geting another part ?",@ROHooligan,3,0, weeks now  are we geting another part 
in the next part will you mention pie there has to be something shady there.,@Potatoriply,0,0,in the next part will you mention pie there has to be something shady there
Day 26 of waiting for part 2,@SoloStudiosOfficial,1,0,day  of waiting for part 
"In UK I had this extention for over 2 yrs and it never helped me save any money whatsoever, had enough and deltted it 4 months ago",@wrathcaster2555,1,0,in uk i had this extention for over  yrs and it never helped me save any money whatsoever had enough and deltted it  months ago
Bruh I got an advertisement at the end of the video for a for 60% for codecademy what the heeeeeeeeeeeeeelllllllll 💀💀💀,@oneicatalin9579,0,0,bruh i got an advertisement at the end of the video for a for  for codecademy what the heeeeeeeeeeeeeelllllllll skullskullskull
That truly is disgusting,@taylorm7777,0,0,that truly is disgusting
where the hell is the federal trade commission AND the securities comedians,@ernestg.harveyjr7087,0,0,where the hell is the federal trade commission and the securities comedians
oh thank the lord i figured it was fulla chyt! unbefknleavable poor linus and the millions of others!,@ernestg.harveyjr7087,0,0,oh thank the lord i figured it was fulla chyt unbefknleavable poor linus and the millions of others
"Lol honey is just using the money they got from sucking the links to pay the big ones. They make their money off small youtubers and use that money to bribe and pay the big ones for publicity. They all knew this but since they make more money from the sponsor ship than from these links anyways, why would they call honey out? So they can help the little ones? 事成之后大网红的钱如数奉还，小网红的钱三七分成。",@whygamewhy,1,0,lol honey is just using the money they got from sucking the links to pay the big ones they make their money off small youtubers and use that money to bribe and pay the big ones for publicity they all knew this but since they make more money from the sponsor ship than from these links anyways why would they call honey out so they can help the little ones 
this is a scam on so many levels. not just scamming affiliates. but just market manipulation with refusing to share certain coupon codes.,@Shrek_Holmes,0,0,this is a scam on so many levels not just scamming affiliates but just market manipulation with refusing to share certain coupon codes
"He's afraid to make more content because he know there will be no more views as high as this, lmao! Milking this video to the max 🥛🐄🍼",@ElfenCried,1,0,hes afraid to make more content because he know there will be no more views as high as this lmao milking this video to the max glass_of_milkcowbaby_bottle
4:56 lvl 99 scam holy shit,@xuburbia3515,0,0, lvl  scam holy shit
