text,author,likes,replyCount,cleaned_text
"Best theory I have heard so far is from Ken Wheeler. the ""tatooed monkey"", He concludes they are pizzo electric generators.and explains exactly how they worked. The deep shafts and chambers to the aquafers beneath exerting varying pressure on the mass of the structure above generating stress on the outer limestone casing stones creating constant pizzo electric current focused into the gold summit emitting element..",@adamwilliams7883,0,0,"best theory i have heard so far is from ken wheeler. the ""tatooed monkey"", he concludes they are pizzo electric generators.and explains exactly how they worked. the deep shafts and chambers to the aquafers beneath exerting varying pressure on the mass of the structure above generating stress on the outer limestone casing stones creating constant pizzo electric current focused into the gold summit emitting element.."
"Maybe the beginning of ""Blue Beam project"".. anyway, incredible discovery despite we knew that these pyramids are designed for something else, most probably harvesting our energy, control ets.",@DJURBANBG,0,0,"maybe the beginning of ""blue beam project"".. anyway, incredible discovery despite we knew that these pyramids are designed for something else, most probably harvesting our energy, control ets."
Have you seen the scans? Reminds me of when people think a blurry photo of a fly is undeniable proof of UFOs.,@CReadiusPro,0,0,have you seen the scans? reminds me of when people think a blurry photo of a fly is undeniable proof of ufos.
So xcheck under ALL pyramids (like they idd not kniew already lol),@AlwayzLong,0,0,so xcheck under all pyramids (like they idd not kniew already lolConfusion
This is old news.  Many of us knew this for years.,@alfredmamba,0,0,this is old news.  many of us knew this for years.
Joe's cotton mouth on another level,@thomasmurphy6717,0,0,joe's cotton mouth on another level
"""The white man tried to destroy Egypt because he didn't understand it, nor could he explain it. "" -Percy Volnar  👈 All roads will lead to this statement.",@percyvolnar8010,0,0,"""the white man tried to destroy egypt because he didn't understand it, nor could he explain it. "" -percy volnar  backhand_index_pointing_left all roads will lead to this statement."
Explains my dreams about the pyramids and possibly the truth about reincarnation blows my mind,@jefferylayfield5788,0,0,explains my dreams about the pyramids and possibly the truth about reincarnation blows my mind
fuck lets go find that nazi gold now.,@robinstreecare3332,0,0,fuck lets go find that nazi gold now.
Ye ! It was all built by slaves,@michaelibbs6288,0,0,ye ! it was all built by slaves
I wonder how long certain people knew about this before they decided it was OK to release it to the public,@SirTheoTheWhite,0,0,i wonder how long certain people knew about this before they decided it was ok to release it to the public
Maybe they were harvesting energy from up above would explains the coils and why they are inline with the stars,@Kenzo90-d5n,0,0,maybe they were harvesting energy from up above would explains the coils and why they are inline with the stars
"There is no way this is true, imagine someone with the technology and knowledge to do the pilars and despite that being forgotten or their society wiped out by some ancient men with soft swords and arrows",@miltos873,0,0,"there is no way this is true, imagine someone with the technology and knowledge to do the pilars and despite that being forgotten or their society wiped out by some ancient men with soft swords and arrows"
so does that mean all the carbon dating is bullshit? as far as the perception of how old things are?,@drezc5444,0,0,so does that mean all the carbon dating is bullshit? as far as the perception of how old things are?
aye the sleep token top,@Veintore,0,0,aye the sleep token top
i fucks with the sleep token shirt haha,@samuelralosky8489,0,0,i fucks with the sleep token shirt haha
"Zahi Hawas is con artist number one. I lived in Alexandria, Egypt for almost a decade, the narrative and ignorance of the 'elite experts in Egyptology' is staggeringly inaccurate, absurd and dangerous . Hawas doesn't give a shit about anything except his own ego, and Indiana Jones hat. I can guarantee, that all research and truth will be blocked and hidden by not only the Egyptian government, but by the hidden elite who rule our planet. We're living in a very volatile time in the history of humankind, personally i don't think its coincidental that this true discovery has been made at this point in time.",@faiscacapoeira5,1,0,"zahi hawas is con artist number one. i lived in alexandria, egypt for almost a decade, the narrative and ignorance of the 'elite experts in egyptology' is staggeringly inaccurate, absurd and dangerous . hawas doesn't give a shit about anything except his own ego, and indiana jones hat. i can guarantee, that all research and truth will be blocked and hidden by not only the egyptian government, but by the hidden elite who rule our planet. we're living in a very volatile time in the history of humankind, personally i don't think its coincidental that this true discovery has been made at this point in time."
How does LIDAR work through an opaque substance?,@mattpeacock5208,0,0,how does lidar work through an opaque substance?
The sleep token t-shirt yeah,@jacquelineestribi8478,0,0,the sleep token t-shirt yeah
The sleep token t-shirt yeah,@jacquelineestribi8478,0,0,the sleep token t-shirt yeah
That's such a bullshit. I can't everybody's falling for it and don't do any research. Did you watch the conference in this? Haha same bullshit like mexican aliens,@vvdfvsfsf3778,0,0,that's such a bullshit. i can't everybody's falling for it and don't do any research. did you watch the conference in this? haha same bullshit like mexican aliens
And now they should make the same researches under every other pyramid around the world.,@kolien1109,0,1,and now they should make the same researches under every other pyramid around the world.
Ancient pyramids were simply Tesla coils for wireless electricity to power entire cities. That's why the Electric company murdered him!,@LauraC.O,0,0,ancient pyramids were simply tesla coils for wireless electricity to power entire cities. that's why the electric company murdered him!
Sounds like Forbidden Planet,@jaydee6440,0,0,sounds like forbidden planet
Graham will not speak about it because there is not enough evidence.. There is not even a research paper on it and they used SAR not LIDAR.. They need to used Ground Penetrative Radar to get better details under the freaking ground... Cool hypothesis  now I need more evidence,@raullopez3257,0,0,graham will not speak about it because there is not enough evidence.. there is not even a research paper on it and they used sar not lidar.. they need to used ground penetrative radar to get better details under the freaking ground... cool hypothesis  now i need more evidence
Maybe the pyramids were built to hide those structures?,@Vajra_Light,0,0,maybe the pyramids were built to hide those structures?
IT was Not lidar nor Kilometers deep...,@HEff-kv8bk,0,0,it was not lidar nor kilometers deep...
"Hawass also said that there were absolutely no underground cave systems within the Giza plateau and then another explorer said Yes there is and I will show you were they are and sure enough these a huge underground cave systems there,so fuk hawass",@bigmike9527,0,0,"hawass also said that there were absolutely no underground cave systems within the giza plateau and then another explorer said yes there is and i will show you were they are and sure enough these a huge underground cave systems there,so fuk hawass"
The ancient egyptions did not use arches in construction. You can see how large the stone beams are above the chambers to transfer load. Now look at the columns beneath the pyramid. There is no way a sone beam could span from column to column to support the pyramids weight. 100% fake.,@AnAmE4it,0,0,the ancient egyptions did not use arches in construction. you can see how large the stone beams are above the chambers to transfer load. now look at the columns beneath the pyramid. there is no way a sone beam could span from column to column to support the pyramids weight. % fake.
Shit was from a few years ago lmaooo,@TexasChop512,0,0,shit was from a few years ago lmaooo
"I just had a thought, could it be that these coils were built 1st then the Pyramids ontop of it below ground level, then those coils were released to Raise the Pyramid up?  Cuz if that is the case they would not have needed to lift heavy stones to build it as it was pretty much made underground. So they would just have to shape it below ground lvl, carve out the shape of the stones and it was raised with those coils? I dono just a thought. Or maybe it was not even carved, maybe they dug a massive big hole, then build the coils in place, compress & lock them to hold the tension. Then they couldve lowered stones from the top into the hole, building the pyramid for above ground. Cuz they would not have to Raise those big stones, just lower them down the hole. Once all is done, release the coils tension and they lift the Pre build Pyramid up. Cuz listen to what they are saying, we know the pyramids are like 150m tall or somewhere around there, and those coil structures goes down another 600meters+ If you want to lift for example and object that is 1ton is weight and 10 meter high or whatever the case may be, you would need coils 3x longer under more tension. I dono I am probly wrong but meh.",@louisnel894,0,0,"i just had a thought, could it be that these coils were built st then the pyramids ontop of it below ground level, then those coils were released to raise the pyramid up?  cuz if that is the case they would not have needed to lift heavy stones to build it as it was pretty much made underground. so they would just have to shape it below ground lvl, carve out the shape of the stones and it was raised with those coils? i dono just a thought. or maybe it was not even carved, maybe they dug a massive big hole, then build the coils in place, compress & lock them to hold the tension. then they couldve lowered stones from the top into the hole, building the pyramid for above ground. cuz they would not have to raise those big stones, just lower them down the hole. once all is done, release the coils tension and they lift the pre build pyramid up. cuz listen to what they are saying, we know the pyramids are like m tall or somewhere around there, and those coil structures goes down another meters+ if you want to lift for example and object that is ton is weight and  meter high or whatever the case may be, you would need coils x longer under more tension. i dono i am probly wrong but meh."
Zawi hawas is an ass,@adnaanu,3,0,zawi hawas is an ass
Either ancient man was smarter than modern man...or it wasn't built by man..,@marcyprojectsbrooklynnewyo4662,0,0,either ancient man was smarter than modern man...or it wasn't built by man..
The pyramids were large energy generators. I've been saying this for 5 years.,@RockCh4lk,0,0,the pyramids were large energy generators. i've been saying this for  years.
The best words you can utter are: I love you & I told you so. Graham Hancock is using the latter as a mantra.,@terrabyte911,0,0,the best words you can utter are: i love you & i told you so. graham hancock is using the latter as a mantra.
Grabbing my tinfoil hat for this one 🍿,@Rickyrhodes22,0,0,grabbing my tinfoil hat for this one popcorn
And they never show a damn thing except CGI,@midnightexpress1567,0,0,and they never show a damn thing except cgi
Somebody get Billy Carson,@HonestJerkWil,0,0,somebody get billy carson
"clown planet , people will believe anything 🤡",@stevemaher7653,2,0,"clown planet , people will believe anything clown_face"
This is all a distraction people. Keep your eyes on JESUS! ✝️❤,@deezyXII,1,0,this is all a distraction people. keep your eyes on jesus! latin_crossred_heart
Ancient Egypt had electricity in the Kingdom. Alexander the Great of Macedonia destroyed all that ancient knowledge.,@YaHemi-l9q,2,0,ancient egypt had electricity in the kingdom. alexander the great of macedonia destroyed all that ancient knowledge.
"We need to release the information and just come together to research and tell the truth about these structures, aliens, and what the government knows about it all. Its MORE than past time for the truth to come out. The Giza Pyramids I have studied for years and there is just something incomprehensible about them. The official narrative is laughably bad, something is up there and we need to find out as a society for all of humanity what that is. Im tired of governments hiding information and their corruption. Screw Zahi for playing as a bad actor to cover up the truth.",@sunskyriver,2,0,"we need to release the information and just come together to research and tell the truth about these structures, aliens, and what the government knows about it all. its more than past time for the truth to come out. the giza pyramids i have studied for years and there is just something incomprehensible about them. the official narrative is laughably bad, something is up there and we need to find out as a society for all of humanity what that is. im tired of governments hiding information and their corruption. screw zahi for playing as a bad actor to cover up the truth."
EVERYTHING IS A LIE.....,@TheBullet51,1,0,everything is a lie.....
But i thought the paper didn't undergo peer review yet?  Doesn't that just make it conjecture?,@PrinnyLover,1,0,but i thought the paper didn't undergo peer review yet?  doesn't that just make it conjecture?
Zahi IS A LIAR!,@emiibbb,1,0,zahi is a liar!
"no, the orignal published paper doesn't say anything of this, it's pretty inconclusive, the radar images aren't that clear, just a bunch of blobs",@MountainGuerrilla,1,0,"no, the orignal published paper doesn't say anything of this, it's pretty inconclusive, the radar images aren't that clear, just a bunch of blobs"
"Archaeologist didn't used to be restricted by environmental protection or UNESCO, they could do as they pleased. Personally, I believe this is poppycock & balderdash.",@LocomotiveThought,0,0,"archaeologist didn't used to be restricted by environmental protection or unesco, they could do as they pleased. personally, i believe this is poppycock & balderdash."
I love pyramid shi💩🤗,@MAN_MAN730,0,0,i love pyramid shipile_of_poohugging_face
Its literally not real,@joshhobson2340,0,0,its literally not real
"Sure, they see stuff with lidar, but they are just making shit up saying it's coils.  They are reaching pretty far on this one.",@bradythomas5532,0,0,"sure, they see stuff with lidar, but they are just making shit up saying it's coils.  they are reaching pretty far on this one."
"All lies this has been debunked already not everything these morons say should be taken literal at every word. Joe Rogan is a failed actor and fighter who's entire career was based off a show that ripped off jackass. This dude is just a straight up liar, go read the report nothing in it has anything to do with wells under the pyramid NOTHING.",@rob16797,0,0,"all lies this has been debunked already not everything these morons say should be taken literal at every word. joe rogan is a failed actor and fighter who's entire career was based off a show that ripped off jackass. this dude is just a straight up liar, go read the report nothing in it has anything to do with wells under the pyramid nothing."
"They better hurry up and study how this structure works, we got something coming in space",@davidvilla-o8w,0,0,"they better hurry up and study how this structure works, we got something coming in space"
People were living inside subterranean hyperbaric chambers,@samuelreed2994,0,0,people were living inside subterranean hyperbaric chambers
Please get Hancocks reaction,@LittlebearJubba88,0,0,please get hancocks reaction
Turn it on give the people air!,@AGLTONY,0,0,turn it on give the people air!
"If you still believe the Egyptians, the ones who wore pretty headdresses and long robes, built these things, then ya brainwashed.",@KingofNothing-me,0,0,"if you still believe the egyptians, the ones who wore pretty headdresses and long robes, built these things, then ya brainwashed."
Looks like giant suspension for when the alien ships landed on top of the pyramids like in Stargate,@DirectAim,0,0,looks like giant suspension for when the alien ships landed on top of the pyramids like in stargate
Props for Sleep Token tee,@IPleadGuilty,0,0,props for sleep token tee
So is it real?,@ghull544,0,0,so is it real?
Conspiricists right again 😂😂,@triztenklk,0,0,conspiricists right again face_with_tears_of_joyface_with_tears_of_joy
So when are they going to apologize for the lies about the Egyptians using Jews slaves  build these structures. 😂😂😂😂. All the Hollywood movies of lies/propaganda  😂😂😂😂,@Saeedmustapha-v1l,0,0,so when are they going to apologize for the lies about the egyptians using jews slaves  build these structures. face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy. all the hollywood movies of lies/propaganda  face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
Fact check joe someone,@LawsOnJoystick,0,0,fact check joe someone
I thought lidar only removed top layer?? Not deep in the earth??,@bandyvamafan4851,0,0,i thought lidar only removed top layer?? not deep in the earth??
"Have the idiots in the comments seen the actual 'scans' that those ludicrous CGI images Rogan is frothing over were based on? For fucks sake people, your minds are COOKED.",@mw5360,0,0,"have the idiots in the comments seen the actual 'scans' that those ludicrous cgi images rogan is frothing over were based on? for fucks sake people, your minds are cooked."
This has been completely debunked. Rogan is brain-meltingly bad these days. Who watches this shit any more?,@mw5360,0,0,this has been completely debunked. rogan is brain-meltingly bad these days. who watches this shit any more?
The desert was once  a green and plush land that became arrid. What if the pyramids was a failed attempt at a pumping station to irrigate  the land.,@sydneypauley3187,0,0,the desert was once  a green and plush land that became arrid. what if the pyramids was a failed attempt at a pumping station to irrigate  the land.
So it was a powerstation then ?,@Mr.Monster1313,0,0,so it was a powerstation then ?
They are the grain silos to save the people of the earth during a famine of 7 years,@WRLRDMT,0,0,they are the grain silos to save the people of the earth during a famine of  years
"Its a FTL communication reciever for intergalactic communication like the ice cube observatory in Antartica controlled by the USA. That too also has rods that go down 2 km. The facility has a dual use which is rumoured to also be a weapon causing massive storms, earthquakes and floods. Done by bouncing microwaves off the earths atmosphere back down to the location you want to destroy. No doubt many of these around the world, basically a comms system for interplanetary communication.",@adamali813,1,0,"its a ftl communication reciever for intergalactic communication like the ice cube observatory in antartica controlled by the usa. that too also has rods that go down  km. the facility has a dual use which is rumoured to also be a weapon causing massive storms, earthquakes and floods. done by bouncing microwaves off the earths atmosphere back down to the location you want to destroy. no doubt many of these around the world, basically a comms system for interplanetary communication."
That pretty much destroys any theory that man made the pyramids lol,@shangdi3162,0,0,that pretty much destroys any theory that man made the pyramids lol
"If this is true, then there is a 1/3 mile long earth mover sitting on the moon.  Wait, there probably is.",@americanandpinay,0,0,"if this is true, then there is a / mile long earth mover sitting on the moon.  wait, there probably is."
What about the aquafurs underneath?These pillars just plunge straight through all that?,@sparkey535,0,0,what about the aquafurs underneath?these pillars just plunge straight through all that?
Hawas will commit suicide if this is proved,@leemugleston6422,0,0,hawas will commit suicide if this is proved
Noooooo leave it alone life is getting good !!!,@12Tribes4EVER,0,0,noooooo leave it alone life is getting good !!!
""" it was not built by humans """,@angeloariola5041,0,0,""" it was not built by humans """
Waiting to see the news where the government has closed down the site for a few weeks for clean up.,@Poppyruth69,0,0,waiting to see the news where the government has closed down the site for a few weeks for clean up.
acoustic pressure dampening with natural stone for shielding,@robertthomason8905,0,0,acoustic pressure dampening with natural stone for shielding
"What kinda crap is this. Rogan, go back to telling jokes.",@AmpleVagina,0,0,"what kinda crap is this. rogan, go back to telling jokes."
"It seems most of you are eating this up. Ya, I'm gonna believe the people up top. The same folks trying to bring us down. Sounds like diversion.",@tigerbalmespresso,0,0,"it seems most of you are eating this up. ya, i'm gonna believe the people up top. the same folks trying to bring us down. sounds like diversion."
rogan will beleive in mystical gargoyles if its on the internet.  enuff dude learn something for fuc sake,@sandrofuertes4154,0,0,rogan will beleive in mystical gargoyles if its on the internet.  enuff dude learn something for fuc sake
But Snopes says its bullshit 😂,@ssvd91,0,0,but snopes says its bullshit face_with_tears_of_joy
They also found Omer Sympson grave over there,@carasau67,0,0,they also found omer sympson grave over there
"Mo , pharon alive in Italiana 55 restaurant in Manchester, go and check.",@Ayoub6rotterdam,0,0,"mo , pharon alive in italiana  restaurant in manchester, go and check."
Get Billy Carson back on your show!,@PrometheusRomeo,0,0,get billy carson back on your show!
"I don't know what's under there, but either does lidar. It doesn't penetrate the earth.",@speedobump1,0,0,"i don't know what's under there, but either does lidar. it doesn't penetrate the earth."
This story will be buried like the structures themselves...,@jdemarco,0,0,this story will be buried like the structures themselves...
Giant shock absorbers. It was a doomsday shelter,@Perfect_Pizza,0,0,giant shock absorbers. it was a doomsday shelter
Chris wearing a Sleep Token Tee on the biggest podcast in the world is the BEST free advertising for such an amazing band! Respect to Chris for having good taste. I hope he talked to Joe about them.,@mhk187,2,0,chris wearing a sleep token tee on the biggest podcast in the world is the best free advertising for such an amazing band! respect to chris for having good taste. i hope he talked to joe about them.
just fking sent someone exploring it why they always make it harder instead overthinking if there's no volunteers I'll go,@kennypxxa6435,0,0,just fking sent someone exploring it why they always make it harder instead overthinking if there's no volunteers i'll go
Pretty sure they knew this years ago...and finally released the info😂,@Antihero-4132,0,0,pretty sure they knew this years ago...and finally released the infoface_with_tears_of_joy
No one knows how the pyramids were built no matter what they say. I'd bet the ones in Mexico and Central America have the same structures. Built by the same race on,@pauleckert882,0,0,no one knows how the pyramids were built no matter what they say. i'd bet the ones in mexico and central america have the same structures. built by the same race on
They also found what is believed to be 5 different tombs under there!,@ethan762001,0,0,they also found what is believed to be  different tombs under there!
They been knowing theres tunnels under the pyramids for hundreds of years.,@IAMJ96,0,0,they been knowing theres tunnels under the pyramids for hundreds of years.
I don't like they keep showing the artist rendition of what they think ot looks like instead of showing the actual data..trying to psyop some bullshit into our brains...it may be something it may not ...shiw the actual photos and let us make up our own minds!! It's bullshit until proven otherwise,@mikeevans4051,0,0,i don't like they keep showing the artist rendition of what they think ot looks like instead of showing the actual data..trying to psyop some bullshit into our brains...it may be something it may not ...shiw the actual photos and let us make up our own minds!! it's bullshit until proven otherwise
So the pyramids are just the tip of the iceberg.,@bhuppi13,0,0,so the pyramids are just the tip of the iceberg.
Jaimo!! Got a guest you guys could look into.Michael Tellinger -Adam's Calendar.He would be a great guest,@TheTakbok,0,0,jaimo!! got a guest you guys could look into.michael tellinger -adam's calendar.he would be a great guest
every structure built properly has to have a foundation maybe they hit massive caverns and had to hit solid ground the pyramids would weigh millions of tons millions,@Jtothec-g7f,0,0,every structure built properly has to have a foundation maybe they hit massive caverns and had to hit solid ground the pyramids would weigh millions of tons millions
"Get Ben Van Kerkwyk,Christopher Dunn,Randall And Graham around yo big ole table Joey!",@TheTakbok,0,0,"get ben van kerkwyk,christopher dunn,randall and graham around yo big ole table joey!"
The advanced civilization has lived underground since the cataclysm and they are still there,@Hektik_84,0,0,the advanced civilization has lived underground since the cataclysm and they are still there
Where's the full episode please?,@Softgyalera,0,0,where's the full episode please?
They have know forever...,@tommtom8662,0,0,they have know forever...
Transformers was right all along,@noahclauson754,0,0,transformers was right all along
So .... people think that these were built by an advanced civilization.... A giant triangle.....they think that an advaned civilization with access to better tech than we possess now ....built pyramids out of limestone..... Not some kind of polymer or advanced material....but stone age materials....Make it make sense,@kingcutler953,0,0,so .... people think that these were built by an advanced civilization.... a giant triangle.....they think that an advaned civilization with access to better tech than we possess now ....built pyramids out of limestone..... not some kind of polymer or advanced material....but stone age materials....make it make sense
"Listen, there is a good reason why the people whom are in charge of the pyramids (Zahi Hawass) don't want to excavate or have other people come and excavate is because the truth will inevitably come out as the Egyptians did not construct/build the pyramids, they merely took advantage of the fact that they were found and build in their backyard and they don't want people pocking around and finding out the truth. There are no hieroglyphs or tombs inside, its all a ruse to get you to believe its a tomb.",@jamesglandon3737,0,0,"listen, there is a good reason why the people whom are in charge of the pyramids (zahi hawassConfusion don't want to excavate or have other people come and excavate is because the truth will inevitably come out as the egyptians did not construct/build the pyramids, they merely took advantage of the fact that they were found and build in their backyard and they don't want people pocking around and finding out the truth. there are no hieroglyphs or tombs inside, its all a ruse to get you to believe its a tomb."
"hancock is a funking liar ! He parcours the world, any structure in a non white  country is built by aliens or some ancient white headed people with zero proof ! F him !",@saninkontron925,0,1,"hancock is a funking liar ! he parcours the world, any structure in a non white  country is built by aliens or some ancient white headed people with zero proof ! f him !"
"Need to see the actual data, not some cock a mamy rendering.",@DanWhe,0,0,"need to see the actual data, not some cock a mamy rendering."
How long has lidar been a thing? Only now they decide to look at pyramids with it? Nahhhh they've known this a long time but only just told the secret now for some reason,@MrSmartDan,0,0,how long has lidar been a thing? only now they decide to look at pyramids with it? nahhhh they've known this a long time but only just told the secret now for some reason
Pre flood power station. (Not built by Egyptians),@dudeinc6291,1,0,pre flood power station. (not built by egyptiansConfusion
"And they say discovery that just happened??Hello, this report of these italian guys is published in 2022😂",@JohnnyTenacious,0,0,"and they say discovery that just happened??hello, this report of these italian guys is published in face_with_tears_of_joy"
Came here to confirm that he was wearing a Sleep Token t shirt and I was correct.Worship.,@kels1302,0,0,came here to confirm that he was wearing a sleep token t shirt and i was correct.worship.
