text,author,likes,replyCount
"Entry level jobs require this nowadays like hard DSA and hey i can code very basic coding but iteration over arrays finding duplicates , printing combos, etc i am so cooked i have a month to prepare i already feel world is slipping since in clg all i did was prompt and create programs really good projects but now the entry requirement is doing DSA",@monsterzero02,2,0
"Just made a plan for 12 weeks, 300 leetcode questions following your advice. Wish me luck folks!!",@reydavid7300,2,1
Binary search is so much harder in the beginning than DFS BFS…like 10 times harder. It is easy to get it wrong.,@2sourcerer,0,0
excellent observation..valuable suggestions !,@distilledwisdom_by_prakash,0,0
"Awesome, your explantation is very clear. Thanks buddy",@benyabw,0,0
"Hello! I came across your channel sometime before, and your videos are great! I am in 12std and i have some free time and i have learnt to program and even created some games and deep learning projects, I just had a doubt whether i should actually practise dsa , will it help my projects in some way bcoz i have heard many people say that its just for interviews, should i practise them or work on my projects??",@DGHere12,0,0
I think only practice can help you for mastering leetcode.,@kumarakash5219,0,0
watching this video was my daily leetcode practice,@Patriot4trump,0,0
Hearing a programmer say learning physics is just 'taking in a bunch of information and then I was good' because he took some undergrad physics class is the most CS shit I've ever heard,@johnkaplun9619,0,1
"MY NOTES :-
1.  Need to get really good at basics before juggling with the POTDS 
2.  Develop a better understanding of the algorithms often used so that i can get an edge while solving  a fresh question on leetcode 
3. Practicing and Consistency is the key
4, Write and express your thought on a paper always",@aashijain2317,7,0
what a fucking eyeopener this video was,@udayyysharma1501,0,0
"A good video. I think the problem a lot of engineers have with leetcode is it feels like you suddenly have to relearn a bunch of stuff because you're about to look for a job. Maybe for a younger developer it makes sense, but as you get years on your resume it almost feels insulting. ""I really have to practice this again?? ""

To me its the equivalent of asking a backend developer to do front end work for an interview, every time they interview. Do they normally do frontend work? No. Will they ever need to? Maybe.

Just a senior developer salty after bombing a leetcode interview! 😂",@dewbuon,0,0
Sometimes I ask ChatGPT to solve a problem and describing every step in details. After reading everything I ask him to make me several related tasks with increasing difficulty so i can practise what I have just learned. Is this a good practice?,@ИванИванов-с6м5с,0,0
Really hepled!,@Coding_with_cube,0,0
"im a PhD in CS, but I still have a lot to learn from you. You've earned a subscriber pajji",@floydamide,0,0
"i started leetcode today with a medium level question on adding two numbers in a link list and I feel like crying , I cant take it any more it feels like I know nothing I'm blacked out rn man",@mohforreal,0,2
"It's funny how different approach to the subject can be, because I remember studying DFS and BFS from the math problems, not the coding. In a discrete math course we had a neat graph theory section where we had the problem of finding the shortest way from point A to B and after that proving the Dijkstra's algorithm for example. Also transferring math into the code algorithm was our homework and the language could be anything. Even the pseudo-algorithm was fine if you can explain it and prove that it works haha",@DoubleAncient,0,0
Physics and pure maths is obviously harder than leetcode will ever be,@7rgrov198,0,0
i agree with you,@smarteveryday1606,0,0
I thought by the cover that Michael Jordan would be teaching here.,@Granta_Omega,0,0
"If you want to become a mathematician, study leetcode problems. If you want to become a good programmer, start learning about writing clear and maintainable code. To an actual programmer, getting a piece of code to work is the least of the concerns.",@G41headache,0,0
This is Gold!!!,@chandrababus6634,0,0
"Write a Python program to count the number of times ""hard"" has been mentioned in this video.",@showmikchatterjee,1,0
"couple of months, lol. More like couple of years)",@vuejs1,0,0
"I get that repetition is important. In math, you learn a subject and then you have 15 questions about that subject. As you move in to further subjects, you still have some questions about the old subject.
I don't feel like I'm good enough to write questions for myself. What would you recommend for this repetition before tackling leetcode? Or is searching leetcode by the problem type the ""repetition"" that I need to do?",@nc7807,0,0
Dude this video is life changing. Thank you!! 🙌,@SamuelBaquero-ger,0,0
"Thank You fro making me feel and understand that seeing solutions, discussions does not make me dumb, and most of the time i have to do that. Thank you for making me re believe in the fact that sitting with your brain really pays off and its not stupid.",@souhardyabhowal5029,0,0
"Currently in a okayish paying job, started leet code in nov 2021. Whatever you said at last basically sums it up. Leetcode made me curious back then, I wanted to solve a problem and it was not just for the sake of a job but to be better at problem solving, to be a good enough engineer and partly it was fun too. Fast-forward to present, what seemed to be fun is now because of the pressure of applying for a better job, has become a task. And you might lose your creativity, curiosity if you are pressured to do something. In deed it was good in school when we had a limited focus time for each subject, but life doesn't have a defined time for things and responsibilities, just the societal imposed mental models are there. Nevertheless, you gotta start being that kid again you used to live fully and do things to the best of your capabilities.",@yashsuchak292,0,0
4:31 now we have chat gpt to explain it😂,@mangakasaide2166,0,0
one does not simply become good at leetcode,@mangakasaide2166,0,0
"This is great advice, I wish I heard this years ago.",@tomjemison13,0,0
Congrats for your video and effort!! I have a question if I may. How can I practice all those algorithms like BFS and sliding before doing leetcode?,@robertconstantin3365,0,0
"so true!! practice, repetition, get really good at the basics, and answer the WHY",@Alexeia100,0,0
goated,@dariocline,0,0
A man who has failed jee fears none,@ٴٴٴٴٴٴٴٴ_ٴٴٴٴٴٴٴٴ,0,0
Why am I watching neetcode talk about leetcode instead of doing leetcode 🤣😅,@kartikkhosa,1,0
I came back to this video because I’m practicing HackerRank again to improve my logical skills,@alifabdulrauf287,0,4
"I think you're absolutely right, the argorithm takes time to study to understand it as a theorem.",@ngtrannhan,0,0
The idea that leetcode is harder than math and physics is the most laughable take ive ever heard. Open an intro physics book and see how many problems you can do,@a_red_turtle,0,2
If leetcode is harder than math or physics then you didn’t take those courses with a professor looking to challenge you. The kind of proofs and word problems I had in those courses were just as hard if not harder than any coding puzzle I’ve ever seen.,@n00dle_king,1,0
"I don't know why memorization gets such a bad rap these days. I really wish I could remember every single thing I learnt ever. Human memory is limited, it would be so amazing to have entire textbooks memorized. I could be as creative as I want since the fundamentals are so firmly ingrained in my brain.",@Thanos-hp1mw,3,0
"Often times, when trouble shooting, I'll figure something out after hours of trying. It'll seem hopeless, but then you just keep going. That grit has helped me in the past. Great video.",@ascendedtaco,0,0
"If you have a CS minor or at least a few programming courses LeetCode full time is probably 100hrs of GOOD studying (which is very hard to do more than a few hours a day)  away from being ready to interview in big tech. Another 100hours for industry hire / mid level. Maybe tack another 50hrs on there for the current market and a sprinkle of luck.

Sticking to something long term that's so challenging take a lot of intention to stay positive and focus on the outcome. Also trying to timebox a sprint and put yourself on a schedule. Otherwise doing 2-4 problems a week will help you maintain and grow slowly",@zachary_burrows,0,0
great video!,@NightHawkX,0,0
the cold outro tho,@Gods_sara,0,0
"Very fucking true lmao. I did far harder math problems in high school than leetcode. 
The difference is I had a math teacher for 10+ years (and more in University) while leetcode I was completely on my own (luckily we formed a study group at Uni).
Uni prof/dean refuse to teach us beyond the basics of DSA because I was in the software engineering course (not compsci). Those idiots don't know what softeng interviews a like now smh.",@hellowill,0,0
Man this is so helpful! thank you so much for this video,@Redrose1243,0,0
"lol wish i had your childhood, what a spoiled turd.",@cheekyheinz0010,0,0
"too much useless talk, but ty",@Raphae1kaDoto,0,0
"Watching this in 2x really drove the message home for me. It does tie with my intuition that solving leetcode problem is like learning to write an essay in a language you don't know, except the language is made of is simple algos and patterns. Amen to the repetition advice, I don't do it very much but damn did I need a reminder.",@CodingWithWords-d6n,0,0
Pen and paper is what helps me understand when I'm stuck.,@horaciothedesigner,1,0
"Pen and paper are your enemies! We need to create and implement a new, advanced digital Second Brain system. Memorizing, understanding, and studying will become much easier for us in the future.",@bidanfullko1,0,0
"What i understood is that :
1. Be very good at fundamentals which means that the algorithm should be on your fingertips.
2. Repetition is the key to get good at solving problems.",@AmanSingh-xv1nx,3,0
Can  anyone give me the names of algorithms we need ?,@kaparthirithik3594,0,1
"I will use self.left.recur() instead of self.recur(). So, I am using OO. And I do not need to use the system stack. And it fits the nodes of graphs. And I know I have enough to practice, spending time on some framework and a few brain teasers.

The problems that do not need APIs should be brain teasers already.",@xingyuxiang1637,0,0
Do you know what funny. I found an easy problem that was harder then it medium problem 2 which was freaking easy. Like what the heck!,@aodfr,0,0
"I do leetcode cause It is like a hard video game and I am not even a developer, I mostly do it cause I makes my mind stay sharp",@ricardocaballero6357,0,0
plans for spaced repetition structured learning on neetcode?,@pyromjm,0,0
"I really enjoyed this video and even the comments. It gives people like me, a 34 who st started programming a year and a half ago, some kind of mental peace.",@Nala-gr8on,0,0
"At 7:04 its repetition, not 'repitition'",@stem5737,3,4
"leetcode doesn't seem too important until you realize how terrible most people are at writing code, and is a quick way to filter out weaker candidates coming from the youtube javascript/HTML/css background rather than an academic mathematics background",@RM-xr8lq,6,0
One thing I think would make leetcode more understandable would be having larger data sets to see how different implementations produce different speeds. 10 data points don't really show the time complexity of the problems.,@andhemills,0,0
yo this is my first time watching your video and i immediately subscribed man i know you're really good at what you're doing,@okakuri,0,0
