text,author,likes,replyCount
"I barely used honey. But the times I did I was glad. As I didn’t really look around for discount codes anyway, so to me as a consumer, even if not offered the best coupon, I still saved more than what I would have to search for a code.<br><br>However, I don’t often associate myself with affiliate links anyway, as unfortunately I find many affiliate links are YouTubers promoting something they probably never use or ever cared to really even try.<br><br>I think honey is a massive scam after finding this out and it’s very unethical, but I also find many, many YouTubers promoting garbage in return for their commission. While there may be great YouTubers out there who generally look for the best partnerships with their affiliates, I find more than not, they are promoting garbage. <br><br>Although honey may be stealing commissions, and they should have action taken against them, I don’t care so much for the YouTubers who lost out because they promoted garbage. <br><br>I saved money I wouldn’t have, do I feel conned? Maybe a little. But I never fully believed it tried finding me the best deal regardless. <br><br>I feel sorry for the legit YouTubers. But when it all comes down to it, YouTubers are conning us and trying to pick the best affiliates in terms of how much money they can make, rather than giving legit recommendations with smaller commissions, something needs to be done based off both scenarios.",@zZULTIMATEPROZz,0,0
"Honey shows you the price history graph, so its not a scam at all. If I see the price is at a high point, id definitely not buy it, if it were at a low point, id consider a purchase. Plus the promo codes in case you forget, it is very worth it.",@MrBeeastFan,0,2
"Im guessing the businesses that don’t partner with Honey get rocked by discount codes that the customer shouldn’t have, thus forcing a partnership or extreme discounts at their company. But that’s just a theory, a scam theory.",@andrewmiller8402,0,0
why are the big influencers not suing paypal for all the potential money they have stole from them since 2017?!?!?! Or is it because its owned by a giant corporation in Paypal?,@Soulebi03,0,0
yo its been 4 weeks what are you waiting for nobody cares about this anymore release the rest asap,@keyboardwarrior34,1,1
"so its still legal? its still available and google chrome has a fake review rating on it, seeing how all the massive amount of new reviews are 1 stars",@bluecheeseorfumyourmother,0,0
"I want to point out the BBB is just a business. Companies can pay them to have bad reviews removed. Its not an official government agency, its just a business.",@richardd.7479,0,0
…,@SophiaCohen-lh6sk,0,0
I am glad these influencers got scammed too,@richardd.7479,0,1
This video is so over dramatic. This is about a browser extension getting commissions they didn’t earn lol,@Lucy-fn9rj,0,3
🫡Damn they got em. It’s been 4 weeks and part 2 is nowhere in sight. 😭,@AnonymouslyForgotten,4,0
Honeys founders are genius,@aftabmaldar-jf9gg,0,0
Smart af,@chandansahoo2925,0,0
MARKPLIER WAS RIGHT! HE WAS GODDAMN RIGHT THIS WHOLE TIME! I KNEW IT!,@Purple_Haired_Dumbarse,0,0
"LMG has to be the dumbest team ever, they found out honey was stealing their money by changing the affiliate link so when they switched to karma they decided to not see if it was doing the same thing???????😕😕😕😕",@Sflixy,2,0
Thank you so much!,@KryszK,0,0
Wow! Perfect example of corporate greed and sleaze. No doubt the slime that thought this was a great way of raising revenue paid themselves big bonuses. I hope they roast when the class actions hit!,@dcee2899,0,0
Next up : nordvpn,@HughJanus-e1j,1,0
"Bruh. I remember installing it, checking a few shops where I actually wanted to buy stuff from, seeing it did nothing and uninstalling it. Lmao.<br>Always think for yourself :&#39;)",@SariniyaKiyu,1,0
Isn’t there meant to be part 2/3????,@Tuffest_Leader,1,0
"Hey greg, join honey.",@SUCHEASYTIPSyet,0,0
when can we expect part 2?,@mauritsjacobse3179,1,0
MARKIPLIER WAS FIRST,@TheNlShadow,2,2
Glad for people like you,@MsLampalampa,1,0
its basically a man in the middle attack,@re1ky,1,0
Brilliant,@swarapawar3903,0,0
Why wait so long to release part two?,@jorns6678,1,0
markiplier predicted this like 4 years ago,@roseth777,0,0
Is Capital One doing the same exact thing?,@shankararhuddlan270,0,0
"My rule of thumb is:<br><br>If one small youtuber talks about something you can check (with a grain of salt) what it&#39;s about.<br><br>If a big youtuber advertises something, think ten times, as it may be shady.<br><br>If several big youtubers advertise something, it&#39;s a scam, no other questions needed. Avoid at all costs.<br><br>If over 10 big youtubers advertise something, don&#39;t even look it up.",@NotCreativeNickname,1,0
"Rule number 1:<br><br>Nothing is free, end of story.",@AylottPeti,2,0
++,@zadam,0,0
Where&#39;s the next part?,@TheDreamLeaf,10,0
"Why does youtube pick and spam, the most intentionally annoying ads? Temu, the 4x shit unoriginal ad money games. Google wants to be so annoying idk why. Tis like, opera/brave browser time......",@lucasdumb4626,0,0
Immagine nord vpn is a fraud,@Chillychilly-qe1dj,1,0
@MegaLag Are you still alive?,@generico896,7,0
Hey its a fellow kiwi,@demods1,0,0
I remember telling my dad and mom about it thank god they didn’t get it,@Shebobomk,0,0
It never actually saved me any money so i uninstalled it very quickly,@detectivewiggles,2,0
Sue them,@paulkeenan3184,3,0
"Markiplier new:<br><a href=""https://www.youtube.com/watch?v=JdMAC61RK7s"">https://youtu.be/JdMAC61RK7s?si=ubUj_3glMbxvjvrN</a>",@ad4m-g,0,0
"Part 2 is way too late, everyone forgot about it already",@MiyazakisPVPexperience,11,2
I tried to download honey once and my dad uninstalled it and told me it was no good. I should always believe my dad about this stuff it seems,@laurencahill1068,0,0
#1 in Buisiness ..... get yourself between the People and the Money <br>Damn smart from honey<br>And how all the &quot; Influencer &quot; crying that they lost Money becuse of their Links been gone ...<br>fuking love it !!!!,@derrawhide,0,0
Thanks!,@SukritBhatnagar,3,0
Why do you think that Honey now has more users than before the scandal news broke? It’s crazy.,@austin.england,0,0
"Glad I never downloaded that app, I just don&#39;t care enough to save a couple cents or dollars on my online purchases.",@braiangularte9315,0,0
"<a href=""https://www.youtube.com/watch?v=vc4yL3YTwWk&amp;t=23"">0:23</a><br>There Was In Fact, A Catch",@bear7098,1,0
damn.,@Avni-fictional,0,0
Do Groupon,@viewsandvalues,0,0
bro has been real quiet....... he said he would be coming with a new video soon......,@saadansari-vi7pt,3,0
"So it&#39;s been 3 weeks, and I still haven&#39;t heard a peep about any class action lawsuits against this.<br><br>Which sends a message - <b>stealing is NOT punished</b><br><br>So, enjoy normalizing theft and fraud!",@ferofax,0,1
I thought everyone knew how this worked already.... I figured that out by the second time I used it.   that was like over a decade ago it feels.   removed it after that and kept It in mind when I saw someone trying to promote it.,@TheJunky228,0,0
toch an doddi,@nagarajdurgam518,0,0
Didnt jive with us is wild. &quot;Jive&quot; they outright stole from you lol,@Aaron-xo7px,0,0
When&#39;s the next video on this?,@joshholland9473,1,0
Markiplier was right!,@JuanPena-d6r,1,0
Oh no Lmg trolls here wow,@mbgk4190,0,0
Good to know,@Xoz-be4xp,0,0
At least Winnie the pooh eats the honey decently....FG,@grouikr7742,0,0
"<a href=""https://www.youtube.com/watch?v=vc4yL3YTwWk&amp;t=777"">12:57</a> they didn&#39;t get way more money out of sponsoring this for sure",@WsciekleMleko,0,0
"Imagine being smart buyer, who doesn&#39;t buy something other youtuber tells him to buy. Then you get money out of honey, and no one loses it.",@WsciekleMleko,0,0
Eh don&#39;t really feel that bad about it. Never buy from affiliate links to begin with because why should creators get commissions. That just promotes bad faith reviews in my opinion.,@prototypep4,0,0
"New flash 90% of YouTubers are scammers .<br><br>Posting videos isn&#39;t a job , kids.<br>Stop listening to social media and influencers.",@nflisrigged1395,0,0
"Nice investigation, you gained another subscriber 👍",@kennethJAO96,0,0
"I tried Honey! And probably others.<br><br>When none of those free installations saved me any money at the point of checkout (almost buying the product, another click or two away), I gave up. &quot;What good is this thing? I thought it could find me saved money anywhere and all the time. Whatever.&quot; I haven&#39;t used anything since. I have, however, gone by my great grandfather&#39;s adage: If you don&#39;t have the cash to purchase something, you can&#39;t afford it. It&#39;s worked wonders for my budget and financial life, online &quot;money savers&quot; be damned.",@francisgoin3112,0,0
@MegaLag can you please make a vid on misplay? I keep seeing all of the ads and I would like to know how they make money,@Destroyar999,0,0
MARK PREDICTED THE FUTURE!!!,@Sakura_Sunz,0,0
"because in the big corporate world all the money is made between the lines, with no transparency to us the consumers. they have no accountability for the responsibility their not lying to us in the first place. <br><br>how dumb are influencers and people who follow them...<br>characterless sheeple. <br>money is the root of all evil. think for your selves for once.",@Mrextravigant,0,0
"Thank you for discovering this big scam, a professional scam company. ❤",@very-frank,0,0
LOL people are collectively dumbasses for money always. But then there are those that fall for it that will stil believe the yare different.... XD XD... XD,@girthakian,0,0
how aren&#39;t you a detective,@suol-a,0,0
Does anybody know when part 2 is going to be released?,@hiddenshadow2105,3,0
They owe all their content creator promoters that money.,@Kankooro,0,0
The browsers need to pull this fraudulent shit off the extension market,@Keithfert490,0,0
I need part two!,@tehfirstjonowano,1,0
"with all this going on in browsers, Chrome had to have known too",@davemichael798,1,0
Imagine this video was sponsored by Honey,@timothyshahbaz4903,0,0
False advertising,@letsRegulateSociopaths,0,0
PooPal,@letsRegulateSociopaths,1,0
"I actually never want to use any of paypals services ever again for this, this is so far beyond the bottom of the barrel scum its indescribable",@DavidSmashGames,0,0
You sound like the Nostalgia Critic.,@ic3mania,0,0
I care if your life isn&#39;t honey after this video 😭📸,@ynycu,0,0
Problem with this series is you should of recorded all the episodes now people have to wait for weeks or even months for next part,@simeondavidjones,0,0
Anything that Mr Beast endorsers is bound to be shady .,@Bebedollie,1,0
When will the next part come out?,@eebtheweeb1419,2,0
Thank god ive always been too lazy to install it,@Rob_FCB,0,0
So theyre giving Coupons and Affliates assumed they wont get Cut? 😂😂😂😂  I mean within 2 Seconds <br><br>Of Course The affiliate will have it removed that&#39;s so easy to see,@areadreamfamily,0,0
"sure.... the &quot;influencers had no idea&quot; funny those that promoted honey are the same that are or were involved in scamming fans, but yeah they had no idea....",@HellSkater19,0,0
"That&#39;s glorious, what a genius scam...",@griffin5734,0,0
Oh yeah also markaplier predicted the honey scam,@JOJOQUEENOFTHENIGHTMAREPUPPIES,0,0
He needs to get a Pulitzer for this.,@YallAintRight,1,0
Another internet scam. What a surprise.,@sandeepsampath1985,0,0
Gotta wonder what scam NordVPN is running,@andrewpye,0,2
"Please More scams on influences, yes less destroy those attention seekers every where.",@ferkeap,1,0
Where did you get this msr gas cartridge light bulb? I would Love One myself!,@hikingbuddy270,0,0
Crazy the money these guys make and still out here trying to scam for more p,@Inmysightsgaming,0,0
"Forgot to say this earlier, if you&#39;re ganna make part 2, you must and I mean must mention Markiplier. Because he predicted the scam way before you started investigating.",@shresthasengupta8984,1,0
hope everyone watches this video stops using this stupid PayPal product,@ABDELRHMANmahmoudd,2,0
I’m glad I’m a bit paranoid and also very lazy my paranoia of there being no such thing as a free lunch was completely right,@Kdog49,1,0
아이고..,@firemanseo,0,0
Wow,@Superman1-2,0,0
when is bro dropping part 2,@9adorechan7,1,0
ugh Mr. Beast is such a garbage person,@Giantcrabz,0,0
Markiplier called it gang!,@Lane_KellerRW24,0,0
the only way to save money is to not spend it,@user-gj1lb6xp3t,0,0
hurry up and release part 2,@bigblackshaq3,2,0
Wow.🤯 Insanely good journalism. Well done. I’m truly floored. 🍯🚫,@ChocolateEClaire16_,0,0
Wow!!,@Clay-mh7kd,0,0
"I&#39;m predicting it. The next thing that&#39;ll get exposed is the multiple vpns that youtubers are always sponsoring like Nord Vpn, Surfshark or any other vpn youtube sponsor for selling your data or something",@KirderkFrog,1,0
Im sharing this video with all my friends! Thanks for this valuable information.,@kryonc.f.9487,0,0
When is part 2 coming up ?,@axel_blaze_csgo,0,0
you just got a sub,@aloharay,0,0
"ive always stayed away from the sus extensions, no matter how smart they seem.<br>password extensions? one after the other they all prove to be hacked or scams.<br>anything that deals with money is most likely a scam, if you are a scammer, ofc the easiest way to scam is by working with money.",@kerz5383,0,0
We should&#39;ve listened to Markiplier,@cindybailey83,0,0
"Let me guess, it is the companies that didnt partner with them",@tksrichy4479,0,0
This is why my cheap ass looks for coupons myself lol,@julianarincon4488,0,0
"Sorry, but after reading this, you won&#39;t be able to unhear the background music.",@Pboy7272,0,1
good deep dive on honey,@pourkin,0,0
"Really enjoyed the beginning of the video, really showed how much Honey has been advertised! It&#39;s scary to think that actual people came up with something as scummy as this, I hate that there are those who don&#39;t have any morals when there is money to be made",@luminemo,0,0
"Influencing:<br>The power to affect, control, or MANIPULATE something or someone; the ability to change the development of FLUCTUATING things such as conduct, THOUGHTS, or DECISIONS.<br>It is a stupid term and so whacky and yet so many hold it as an honorable title lmao. Fools",@harishshaddy,0,0
Are you alive?,@saadmaanshahrier,1,0
There seems to be NO “manifestation/wealth” comments on here. Effective bot-killer and/or moderation!! 🌸☘️,@josiechaney9010,0,0
I PAUSED AND GOT RECOMENDED HOMEY,@n0rmal_men1,0,0
The fines &amp; punishments need to broken down into 3 categories to be effective. <br><br>(1) You have to pay back 100% of the money you stole. <br><br>(2) You have to pay 50% of your gross profits for the year as your fine. <br><br>(3) Your CEO goes to prison for theft. He also forfeits his salary &amp; benefits for the year.,@rtm135,0,0
"hey new sub here , I was wondering when will part 2 drop . thanks , great video , happy new year as well.❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥",@africamitchell34,1,0
I&#39;ve never heard of honey until literally just now,@jamalamitchell,0,0
illegal ! they should be sued and pay 90% of their capital,@ghostkee5031,0,0
Commenting for algorithm/ engagement purposes,@JGWC,0,0
"Dont&#39;t you think that the new coupn extention that lmg is prommoting could be his own company .you think it  this way lmg promoted a company for their own  good and later after many years they finds out they have been scammed all these years and still just cut dwon thier parternership. as one of the biggest tech creators the amount which lmg lossed wont be a small amount,but still they dont sue them for rewriting their affiliate link after they found about this ,or informing others about this scam instead, they kept it silent and you too saw one of his emoloyees reply in a way they don&#39;t care that much.but after a few years he comes up with another company saying as a new collab but doing the same job don&#39;t you think if it was a promotion wouldn&#39;t he verify it due to his past experince and cancel the promotion but instead he promoted it again what was the name again &quot;karma&quot; is that name too so random I don&#39;t think so so I  think his now his way of getting the payback ,but by scamming his own followers by himself rather than letting any other company do it",@the_darkseid777,0,1
"Never trust any ads. Never get addicted with discounts. Nothing is cheap/free. You don&#39;t get good deals easily.<br>In the age of technologies, internet, and AI, you&#39;re nothing more than a sheeple ready to be milked anywhere, anytime by greedy corporations. Get used to the 4 points above and you&#39;ll be fine.",@khaiphamba5991,0,0
when part 2?,@littlebluefishy,1,0
There is a saying in my country: if it is too good to be true it probally is,@Battlefieldenjoyer,1,0
Is it a scam when it&#39;s clear how it works? People just don&#39;t think about consequences enough. Most people refuse to think about stuff nor do they want to discuss it.,@Schachtens,1,1
¿para que pones un titulo en español si vas a hablar en ingles?,@OtreborD7,0,1
this is very bad practice by honey and PayPal. they should be fined and need to payback stolen money to people,@nnk3718,0,0
"Dude, PayPal itself has been scamming people for years, I myself had over $2000 stolen from me by PayPal",@VoltageLP,0,0
the fact they got people to use it since 2016 ... ugh,@eduardoflorentino2808,0,0
its called honey?! a very subtle name for a honey trap,@AliSaaim-v3l,0,0
sending you well wishes 💙,@melsyoutube,0,0
"I didn&#39;t even know what was honey in the first place, because i was first introduced to it in the coiny vs coiny debate, but i still didn&#39;t really like them and i knew they would pull smth like this.<br><br><br><br><br><br><b>Markiplier isn&#39;t alone.</b>",@Raphaels_silly_alt,1,0
"This doesn’t end here, the U.S and others get hit by this really hard but Brazil and others don’t have a clue and never will if no one tells them about this",@bruhhhj,0,0
I have the paypal app downloaded and it comes with Paypal Honey extension enabled on my iPhone Safari extension even though I never wanted this “feature”,@doublejay2935,0,0
Bro vanished,@bones5122,2,0
Give markiplayer a reward,@Doodletonestupid,0,0
"So, when is the class action going to be created for the suit?",@darrenwheeler2511,0,0
Influencers have no problem ripping off their viewers by promoting shit they know nothing about for their own benefit. I have no problem saving money at the expense of influencers,@FarmerSchinken,2,0
Its been 3 weeks where is the vid,@01dom,1,0
to be honest idc who will get the commission so its content creator vs honey  and we will get the discount anyway,@turki5528,0,1
Honey is not a scam for the purchaser. I use it all the time and the coupons have saved me hundreds of dollars. One of the biggest savings were on a Swann security system. Then I have redeemed at least $30 of coles supermarket gift cards using the points,@patronza,0,3
"Instead of raising the alarm, LTT chose to remain silent. This is quite telling.",@zj7845,1,1
"3 weeks now , are we geting another part ?",@ROHooligan,3,0
in the next part will you mention pie there has to be something shady there.,@Potatoriply,0,0
Day 26 of waiting for part 2,@SoloStudiosOfficial,1,0
DAMN,@seanmellyy,0,0
YOOO THE DRAMAA,@seanmellyy,0,0
"In UK I had this extention for over 2 yrs and it never helped me save any money whatsoever, had enough and deltted it 4 months ago",@wrathcaster2555,1,0
Bruh I got an advertisement at the end of the video for a for 60% for codecademy what the heeeeeeeeeeeeeelllllllll 💀💀💀,@oneicatalin9579,0,0
"Influencer commissions are BAD for us consumers, regardless if it’s Honey or whoever! The retailer simply includes this commission into the price WE pay! I could care less if it’s honey or some schmuck influencer! Frack them all!",@letmeehan,1,1
That truly is disgusting,@taylorm7777,0,0
where the hell is the federal trade commission AND the securities comedians,@ernestg.harveyjr7087,0,0
oh thank the lord i figured it was fulla chyt! unbefknleavable poor linus and the millions of others!,@ernestg.harveyjr7087,0,0
These people are gonna claim they got “scammed” they literally force fed this scam to people,@James-p2z1o,0,0
"Lol honey is just using the money they got from sucking the links to pay the big ones. They make their money off small youtubers and use that money to bribe and pay the big ones for publicity. They all knew this but since they make more money from the sponsor ship than from these links anyways, why would they call honey out? So they can help the little ones? 事成之后大网红的钱如数奉还，小网红的钱三七分成。",@whygamewhy,1,0
"I use to wonder how they made any money from it. It seemed like they would loose money there had to be a catch. I didn’t assume scam per say but I did think there had to be something once you install like a free app that had in app purchases. Also, I don’t care if someone is famous or cool that doesn’t make me do something unless I do research first to see if it is best.",@ama1992101,0,0
this is a scam on so many levels. not just scamming affiliates. but just market manipulation with refusing to share certain coupon codes.,@Shrek_Holmes,0,0
"He&#39;s afraid to make more content because he know there will be no more views as high as this, lmao! Milking this video to the max 🥛🐄🍼",@ElfenCried,1,0
"<a href=""https://www.youtube.com/watch?v=vc4yL3YTwWk&amp;t=296"">4:56</a> lvl 99 scam holy shit",@xuburbia3515,0,0
"Owned by Paypal, owned by Ebay, controlled by Vanguard who are Blackrocks only real competitors. Class video, very good!",@freepartytunes,0,0
Does DontPayFull do the same thing as honey?,@hudyUT,0,0
Thank you so much for doing this work! I’m currently broke (old unemployed programmer) but I will remember this and ensure I join your Patreon once my cash is flowing again. This is truly amazing work.,@mikemcaulay9507,2,0
"The YouTube channel Rex Salisbury, only slight modified and lifted the thumbnail artwork from your video.",@waltonchunky904,0,0
"So, what you&#39;re also saying, is that these influencers promote a product of which they have no knowledge at all. They accept the sponsor, get paid, and then the extention pretty much backfires on them for not checking what it does...<br>The irony is hilarious",@outty84,2,1
Honey might have assasinated him.,@Videoforthewin,0,0
any news on the next video? Or is he already missing?,@localhouseplug,0,0
We need a part 2,@CommatheCatboy,2,0
WHERES THE SECOND VIDEO GIMME PART TWOOOO,@nish3603,0,0
are u still alive? making a wellfare check... lol,@wintermutevsneuromancer8299,1,0
Who&#39;s here from Gamers&#39; Nexus :) ?,@jaimelapolitique349,1,0
"&quot;What&#39;s the catch?&quot; <br>&quot;Well, here is the catch&quot;",@Atguest,0,0
Who else is here from Charlie,@Thecrazygamerkid0616,0,0
This video is another example of how journalism has left the news agencies and into the hands of everyday people. Thank you.,@TheWeirdMusic,10,0
"When honey first came out, and everyone I knew started using it, every time I was asked I said “nah, it’s too good to be true.” Every single time. Maybe two weeks ago I finally bit the bullet and downloaded honey because of my favorite YouTubers pushing it. Needless to say it’s gone again LMAO.",@animationtrilogy3407,1,0
"Markiplier said they were a scam YEARS ago, like in 2020 or 2019!!",@kayleejeffrey4104,0,0
<b>Steve Burke sent me. Who is not surprised to see Linus-the-Scumbag prominently shown and mentioned in this expose? Cheers!</b>,@blackrifle6736,0,0
"What about the codes that pop in Honey when clicking influencer&#39;s affiliate and code says &quot;Meggie30&quot; or &quot;insert_influencer_name20&quot;? I&#39;ve came across such and now I wonder if this is even more deceiving practice, because that influencer actually receives nothing. I as a consumer aware of affiliates am thinking that she/he does get commission. Wow, this is bad.",@barbaraaguirre9831,0,0
"Most things on internet couldn’t happen in real life, ever. Don’t get me started on fake pay for clicks in advertising. Facebook, x, instagram, could never behave how they do irl. Fraud, bans, cancel accounts for no reason, remove your followers, shadow ban. They’re corrupt, no one notices?",@Prin_Cess_007,0,0
Where the fuck is the next part,@thetruegraham,6,0
"This was fascinating in itself, but it was also illuminating in showing what a scuzzy outfit LMG is. Linus knew what was going on years ago and let his subscribers continue to to get ripped off because his position is &quot;Not my problem&quot;.",@gooner9038,0,0
"All influencers? No, not this guy in 2019! <a href=""https://www.youtube.com/live/tFQ1KIfIMmQ?t=2072s"">https://www.youtube.com/live/tFQ1KIfIMmQ?t=2072s</a>",@Joe-n6h2l,1,0
its sound CRIMINAL to me.,@ghostgutarist5234,0,0
"I didn’t understand how to get it to work for some reason since I always paid with my phone, I’m glad I didn’t use it",@Itsanope,0,0
"Linus Tech Tips needs to take responsibility for not saying anything, THEN partnering with another company that does the same thing.",@gamerhex7335,1,0
Anybody that believed there was no catch for using Honey should stop using the internet while they&#39;re ahead.,@audiogarden21,0,0
Shocking that LMG and MrBeast could be in the top three promoting this 🤔,@theboomfish,0,0
"Thanks Steve, Legal Eagle and MegaLag",@DarkAge69,1,0
Dude unleashed the flood gates.,@MiGujack3,0,0
It would be funny if this video is sponsored by honey😂😂😂,@balls-nz4cs,0,0
"When you see a influencer plugging a dodgy browser which when you go to some other website try to automatically install that browser on your computer you just know you should be installing it NOT !! , there is a lot of influencers on YouTube which have already sold their soul to the devil for cash .",@peteradshead2383,0,0
"Linus did not start the fire, he just left the building and never pulled the fire alarm. This is what he is guilty of.  This is who he is.",@percival23,1,0
"Uhhh dude, cliff hanger? Is there going to be more?",@RElizabeth,1,0
아이고~,@금실재봉사,0,0
"all this sounds incredibly illegal,  they should compensate every person whose link got poached.",@buibuiopolismayor7329,0,0
Hey uh megalag can you please tell me some thing i have a small youtube channel and on my most recent video somebody commented that i was doing fantastic but they said how to transfer okx to usdt or somth to binance with a wallet seed please tell me what is going on cause i play games and i dont know about wallets please tell me if this is a scam or not cause idk and i have delletd a comment Please notify me,@realjerryplush,0,0
I’d rather plant trees when I browse the net. Ecosia,@lextron-audio,0,0
It&#39;s wild that jartelt from the Y Combinator post first mentioned this 5 YEARS AGO! And he had read it somewhere before that too. Geez...,@SpaceTed,0,0
As soon as I heard of Honey I knew they would be selling your buying data but never knew it was this bad,@hansjongenburger,0,0
Oh no someone scamming influencers,@isthisreva7878,0,0
"I had honey, but it never found codes, so I never used it XD",@Jackty89,0,0
