text,author,likes,replyCount
Fact check joe someone,@LawsOnJoystick,0,0
I thought lidar only removed top layer?? Not deep in the earth??,@bandyvamafan4851,0,0
"Have the idiots in the comments seen the actual 'scans' that those ludicrous CGI images Rogan is frothing over were based on? For fucks sake people, your minds are COOKED.",@mw5360,0,0
This has been completely debunked. Rogan is brain-meltingly bad these days. Who watches this shit any more?,@mw5360,0,0
The desert was once  a green and plush land that became arrid. What if the pyramids was a failed attempt at a pumping station to irrigate  the land.,@sydneypauley3187,0,0
So it was a powerstation then ?,@Mr.Monster1313,0,0
They are the grain silos to save the people of the earth during a famine of 7 years,@WRLRDMT,0,0
hoax,@RoverWaters,0,0
"Its a FTL communication reciever for intergalactic communication like the ice cube observatory in Antartica controlled by the USA. That too also has rods that go down 2 km. The facility has a dual use which is rumoured to also be a weapon causing massive storms, earthquakes and floods. Done by bouncing microwaves off the earths atmosphere back down to the location you want to destroy. No doubt many of these around the world, basically a comms system for interplanetary communication.",@adamali813,1,0
That pretty much destroys any theory that man made the pyramids lol,@shangdi3162,0,0
"If this is true, then there is a 1/3 mile long earth mover sitting on the moon.  Wait, there probably is.",@americanandpinay,0,0
Epic morons 😢,@virtuallydeadrich,0,0
What about the aquafurs underneath?These pillars just plunge straight through all that?,@sparkey535,0,0
Hawas will commit suicide if this is proved,@leemugleston6422,0,0
Noooooo leave it alone life is getting good !!!,@12Tribes4EVER,0,0
We need Hancock!,@NatalieTurner-l5y,0,0
Nikola Tesla might have had an idea what it’s for,@AlexT-md9df,0,0
they used microwaves. Microwaves can no penetrate the ground so you can not probe what is underground…However they tried to reconstruct underground structure from the vibration of the surface. The likely hood of those reconstructions being correct depends on the very questionable algorithm they used.,@phildurre9492,0,0
""" it was not built by humans """,@angeloariola5041,0,0
Waiting to see the news where the government has closed down the site for a few weeks for clean up.,@Poppyruth69,0,0
acoustic pressure dampening with natural stone for shielding,@robertthomason8905,0,0
Earthquake shocks,@Ojodeoro666,0,0
"What kinda crap is this. Rogan, go back to telling jokes.",@AmpleVagina,0,0
Liquid Hold. Mercury,@amandamrs.4904,0,0
"It seems most of you are eating this up. Ya, I'm gonna believe the people up top. The same folks trying to bring us down. Sounds like diversion.",@tigerbalmespresso,0,0
rogan will beleive in mystical gargoyles if its on the internet.  enuff dude learn something for fuc sake,@sandrofuertes4154,0,0
But Snopes says its bullshit 😂,@ssvd91,0,0
Anyone got credible source of this? I can’t find one. So don’t act surprised when this is complete and utter nonsense,@ItzD3fW1sH,0,0
They also found Omer Sympson grave over there,@carasau67,0,0
Mayonnaise 😂😂😂,@Ayoub6rotterdam,0,0
"Mo , pharon alive in Italiana 55 restaurant in Manchester, go and check.",@Ayoub6rotterdam,0,0
Get Billy Carson back on your show!,@PrometheusRomeo,0,0
"I don't know what's under there, but either does lidar. It doesn't penetrate the earth.",@speedobump1,0,0
This story will be buried like the structures themselves...,@jdemarco,0,0
Giant shock absorbers. It was a doomsday shelter,@Perfect_Pizza,0,0
Chris wearing a Sleep Token Tee on the biggest podcast in the world is the BEST free advertising for such an amazing band! Respect to Chris for having good taste. I hope he talked to Joe about them.,@mhk187,2,0
Imagine if those coils are made of pure gold ( conductive metals ) …. Imagine how much would it be worth in today’s time,@mottz1382,0,0
Huh truth!?,@ShyneThyLyte,0,0
just fking sent someone exploring it why they always make it harder instead overthinking if there's no volunteers I'll go,@kennypxxa6435,0,0
Pretty sure they knew this years ago...and finally released the info😂,@Antihero-4132,0,0
No one knows how the pyramids were built no matter what they say. I'd bet the ones in Mexico and Central America have the same structures. Built by the same race on,@pauleckert882,0,0
They also found what is believed to be 5 different tombs under there!,@ethan762001,0,0
They been knowing theres tunnels under the pyramids for hundreds of years.,@IAMJ96,0,0
I don't like they keep showing the artist rendition of what they think ot looks like instead of showing the actual data..trying to psyop some bullshit into our brains...it may be something it may not ...shiw the actual photos and let us make up our own minds!! It's bullshit until proven otherwise,@mikeevans4051,0,0
So the pyramids are just the tip of the iceberg.,@bhuppi13,0,0
“Quaid….start the reactor”,@robertdirocco1885,0,0
Jaimo!! Got a guest you guys could look into.Michael Tellinger -Adam's Calendar.He would be a great guest,@TheTakbok,0,0
every structure built properly has to have a foundation maybe they hit massive caverns and had to hit solid ground the pyramids would weigh millions of tons millions,@Jtothec-g7f,0,0
"Get Ben Van Kerkwyk,Christopher Dunn,Randall And Graham around yo big ole table Joey!",@TheTakbok,0,0
Jesus is Lord.,@maness777,0,0
The advanced civilization has lived underground since the cataclysm and they are still there,@Hektik_84,0,0
Wonder if it’s just the shit to hold everything up lmao 🤣 like pillars,@Ginganinja247.,0,0
Sleep Token,@YukonCorneliusMJH,0,0
Where's the full episode please?,@Softgyalera,0,0
Synthetic Aperture Radar.....,@arramon777,0,0
They have know forever...,@tommtom8662,0,0
Graham.... Truth.... Haha,@saudade2745,0,0
Transformers was right all along,@noahclauson754,0,0
Is this AI?,@johnsenttv,0,0
So .... people think that these were built by an advanced civilization.... A giant triangle.....they think that an advaned civilization with access to better tech than we possess now ....built pyramids out of limestone..... Not some kind of polymer or advanced material....but stone age materials....Make it make sense,@kingcutler953,0,0
"My bet, either another older city or a burial ground that’s much older",@TheHamilton26,0,0
"Listen, there is a good reason why the people whom are in charge of the pyramids (Zahi Hawass) don't want to excavate or have other people come and excavate is because the truth will inevitably come out as the Egyptians did not construct/build the pyramids, they merely took advantage of the fact that they were found and build in their backyard and they don't want people pocking around and finding out the truth. There are no hieroglyphs or tombs inside, its all a ruse to get you to believe its a tomb.",@jamesglandon3737,0,0
The thing is I am not sure Dr. Zahi Hawass wants Egyptology to be different than what he thinks it is right now…,@LiaSunshine67,0,0
"hancock is a funking liar ! He parcours the world, any structure in a non white  country is built by aliens or some ancient white headed people with zero proof ! F him !",@saninkontron925,0,1
Tesla Knew!,@Foodstamp_Plug,0,0
"Need to see the actual data, not some cock a mamy rendering.",@DanWhe,0,0
https://youtu.be/BtwRqdCMGj4?si=XijOUUV7koO6Dovg,@MarcelaGotta,0,0
How long has lidar been a thing? Only now they decide to look at pyramids with it? Nahhhh they've known this a long time but only just told the secret now for some reason,@MrSmartDan,0,0
Pre flood power station. (Not built by Egyptians),@dudeinc6291,1,0
Definitely hidden spaceships,@OMrmillert,0,0
"And they say discovery that just happened??Hello, this report of these italian guys is published in 2022😂",@JohnnyTenacious,0,0
Came here to confirm that he was wearing a Sleep Token t shirt and I was correct.Worship.,@kels1302,0,0
Why isn't this on the news all over the world.....we all know why. The powers that be don't want the truth of our history to challenge the narrative they have cultivated to the masses for decades.,@Im_Not_From_Around_Here,0,0
We need to get to the library immediately. God knows they will try to hide this from us.,@What_a_Millennial,0,0
"If this is true, then how were they built by an ancient civilization thousands of years ago?",@knockoutking3764,0,0
Càn we just love each other in the meantime because I'm really starting to feel like an ant,@the_psychic_ward,0,0
"50.00 USD says at the now known bottom, you find out its the top floor of a shopping mall🃏",@_JackNapier,0,0
"This is like the Pyramids in minecraft , now i see why most of games and cartoons predicted exactly everything.",@itvlian4889,0,0
pyramid stuff is media brainwashing....again,@chriscook7897,0,0
This crazy thing about the pyramids it's just like the crazy thing about those mexican aliens.,@JonDifull-rn7rj,0,0
"Graham Hancock sittin back like ""I told you, motherfuckers""....",@TheUncheckedComments,0,0
Crap video ended to early,@Userjdjddss,0,0
Mainstream Archeologists should apologize to Graham Hancock and to many others who worked outside and didn't conform with mainstream Archeologists dogma,@vansavestheday9968,0,0
"Here is the skinny on all of this.  Many years ago explorers under the Sphinx, which is very near the Pyramid and the people found under the sphinx heading toward the pyramid and they found a huge temple with very large pillars inside it.  Pillars, not electrical cylindars but then after this was talked about the Egyptian government shat all over these explorers and claimed nothing is under the Sphinx and no one has been allowed to go under the Sphinx since then.  You have to remember, that if it can be proven the Eygptians had NOTHING to do with the Pyramids and were just the discoverers of it, then that changes their history entirely.",@vegassims7,0,0
"Conspiracy theorists are batting 1,000 in 2025",@pooinaloo,0,0
"Yes I heard many years ago, decades that there were Major structures under the great pyramids.",@Rememberwhoweare,0,0
Remember the Movie Total Recall w Arnold Schwarzenegger? Just like the tubes forming power and an atmosphere on Mars. Maybe done here also..All movies a depictions of the truth.,@Rememberwhoweare,0,0
Some secret Ancient Egyptian rooms probably secret treasure rooms,@AustinKehrer,0,0
"I once read something around 15 years ago about the pyramids being an ancient power source... I always held that belief and would tell people and then they would hit me with the obvious ""tHeY wErE aNcIeNt ToMbS bUiLt By ThE eGyPtIaNs""... Those things predate the Egyptians by THOUSANDS of years.",@Hachiko814,0,0
"I think they are making something out of nothing.  The fact they are 600 meters deep got me thinking of ""natural causes"".  Here's my best one so far.  You know how the pyramids used to be coated?  Well over time that washed off and leached into the soil.  Over milliniums it leaked further and further down.  Lydar is picking up that because it is a different density than the surrounding soil.",@jayman9315,0,0
It’s bullshit,@gbvoul,0,0
"Tower of Babel, maybe? We are looking at the roof.",@pristinedetailing5171,0,0
I don't trust Graham Hancock,@Arborist5851,0,0
"""this is what we know so far"" is already an exaggeration, wait till you see the actual evidence, not the 3d imaginings.",@irtehpwn09,0,0
Time of Revelations,@martinruis7505,0,0
How did they use lidar to see something that goes kilometers under the ground when everything I’m seeing says lidar can only penetrate a few centimeters?,@rhythmicunion3792,0,0
"Damn Joe WTF!! When did u sell soul to Elon? How much it cost? 🤦‍♂️. Used to Love this Podcast, but now even stuff non political he has to say” most comprehensive breakdown on X” Never heard Jamie or him announce where they found video before, who cares? Now he has to tell us it’s on X?",@Haveunerd,0,0
Lots history still out there... still on this oak island story. And more,@AyVision757,0,0
Nah ...,@cremersalex,0,0
"Just to put things in perspective, they're saying the structures go up to 2km deep; that's over a MILE deep. These ancient pyramids were the tallest manmade structures on earth until the Lincoln Cathedral was made in 1311, almost 4 MILLENNIA later, and the tallest pyramid ONLY goes ~0.15km high. These structures underneath the pyramid are over THIRTEEN times deeper than the height of the pyramid that held the height record for over 3800 years. Even the current tallest building in the world isn't even 1km high, and even some of the current deepest structures barely surpass 2km and only did so in the last 25 years. If this turns out to be true, this would be one of the most astonishing ancient discoveries of all time, and it will completely rewrite history.",@Dremth,10,3
"""Lidar""",@pokerace420,0,0
Man I cracked up at “chiropractor talk” 😂😂😂,@edgewizz862,0,0
"""Detected"" using X-ray specs technology from an ad. in a 1960s comic and verified with screen grabs from a sound file fed into the Audacity viewed in the ""Spectral"" setting...then with April 1st days away... This is  evidence , all right!",@Hordebarraged,0,0
Why do I have a feeling that they have known this for decades and just now telling us,@goodkarma69,0,0
Project blue beam is very very very weird,@immunity4soul,0,0
Literally became the very person he hated for a decade of pods. All you young and new boomers hopping on the bandwagon as it's on flames is hilarious. Fooking goobers,@leavethekidsbehindalready,0,0
"Mr B was just there will all access, hmmm",@jamesesslinger1976,0,0
"Some wealthy families ALWAYS knew about this, time to know all truth or eat the rich :)",@jamesesslinger1976,0,0
Has the same been done with Aztec pyramids?,@Nozia_Outdoors,0,0
"How did the lidar oenetrate undergound? 🤔 I know it worked on the Amazon cause it was to find whats underneath the dense forest. But Underground? What have i missed? Or is it that the ""laser"" found contact with the pillars and keept going like sonar location?",@cbp117,0,0
"Zahi Hawass is the mouth of globalism in Zionist Egypt. So, obviously full of shit",@donmcclelland9736,0,0
They are not some sci fi megalethic structures. These are tombs and pathways leading from various spots. This is no surprise in the context of the many underground pathways and tombs all over the area.,@Cameldactyl,0,0
My guess is that they were trying to earthquake proof,@RH-km6kq,0,0
The minute Zahi Hawas says something isn’t true. I know it is.,@ConstanceToddSmithCreator,2,0
What if they were just footings,@splitratchet6758,0,0
"Pyramids were power plants, technology bestowed by the fallen angels.",@Milokitty-en5nb,0,0
They tapped the ether,@Shukashuka89,0,0
They need to look under the myan pyramids too,@Shukashuka89,0,0
This shouldn't surprise anyone lol,@Shukashuka89,0,0
Power plant,@erixlast6020,0,0
It’s good they made it public before the significants could bury it!,@keithbott7978,0,0
We will never know the truth because the Egyptians are already getting mad because it will rewrite the history books as we know it,@McNuttDickerson,0,0
You sure all you tubers aren’t just Parroting each other on this one ?,@doomsayer9195,0,0
"If the pyramids are raised 698 meters or whatever .. and the sphinx is on bedrock beside it.Then the sphinx is on a cliff, it was probably a mountain top shaved off to the shape of the sphinx, The level of the nile has raised dramatically due to the sand over thousands of years.The chambers below the sphinx are below the top of the mountain.And most definitely travel through the mountain below the sphinx, leading to the actual base of the pyramids.The pyramids are conductors, and the sphinx is how the energy is harnessed and used.",@haHa--01010,0,0
IT WAS A NIKOLA TESLA STYLE WIFI POWER PLANT...look up the warden cliff project,@kingjellybean9795,0,0
The worlds goverments have been lying to he people of the world about everything,@BigcountryReactions,0,0
We should start checking the other major pyramids around the world for this!!,@Die__Brad,0,0
Joe can you bring Graham onto to give his take on it?,@BillsMafiaSuperFan,0,0
LIDAR ?,@jansmit799,0,0
I think it's bullshit. They took that 'data' from the top down and it's supposed to be showing such depths? I find that hard to believe.,@ania5038,0,0
"Here we go again. Idiots using their brains to ""think"" when they clearly weren't meant for that. Wows thanks Egyptians for creating oversized tombs so morons for generations to come can get to be engaged in cognitive activity",@lawrencekgampe5673,0,3
"Imagine, Biden was just a little kid when they built that. Wonder if he remembers what it was for",@luckyred1818,0,0
Tesla charging stations for spaceships. 😮,@robedmund9948,0,0
"What happened to Joe Rogan this dude talks out of his ass now he didn’t even get the right technology, dude said LiDAR 😂😂😂😂",@Martha667,2,0
"We all kinda know, deep down  that we are not the Creators only creation. It’s kinda arrogant to assume we are the only living intelligent life in our universe: on one little planet.",@Skiingafter50,0,0
"I can’t believe people lack critical thinking, did you guys even look into the research paper? But I guess this is the same people that think the election was stolen. Think for yourself, Don’t be sheep.",@Martha667,1,0
"“Dude, this new pyramid shit that just came out…” 😂",@valavoort,0,0
"What if the pyramids are truly eons older than we thought, and the Egyptians just decided to repurpose them?",@MugglesBWare,0,0
I was so interested in this. Was telling my girlfriend last night an when i googled it said this 💩 is fake news,@JayB3z,1,0
We need to call Graham now,@zonedutopia,0,0
Dig deeper...fake news,@user-sy9ke8cq1q,0,0
"Fake. Anyways remember the jfk files, Epstein files? No? Just focus on this fake image of a pyramid",@taxationistheftmemes,0,0
The only reason is because Youtubers have going to the secret tunnel for the past 10 years?,@lendaryreviews,0,0
"Imagine if the pyramids were just pyramids, made some how by North Africans .",@paulgurnett7605,0,0
"Joe, Seismic 3d surveys is the only technology that would allow a structure such as this claimed, to be 3d imaged.  This is what is used by oil companies to image oil reserves such as near salt domes. Electromagnetic waves do not have the depth of investigation to do this, Sound does. Surface features can be imaged using Lidar, Sar. Unless some crazy unproven technology has been invented since I retired.",@robertj8610,0,0
Giants,@Indigenous74,0,0
"Distractions, Distractions, Distractions",@atbhill1606,0,0
Does Joe not know what LIDAR is? Hard to confuse with SAR.....,@methylene5,0,0
"With every bit of information I take it in with healthy dose of skepticism (don’t recommend it for everyone) but this is something I desperately want to be true but is more than likely bs just based on common sense and common knowledge, that there is no fucking way this should have been possible for ancient civilizations to even do with there technology and engineering. There’s just no way",@zekegaeta9169,0,0
"If you read the book Rays of light, Jason shukar spoke of this years back",@makaingoma2879,0,0
