text,author,likes,replyCount
Cali is so full of sh!t it's obvious. He says utter transparency and truth 😆 but that would mean immediately banning and arresting a whole lot of people. He keeps reiterating oh it's not a debate because he can't debate any of the real data. The lady and Jack are fantastic we need more people like them that don't pull punches and say what they mean.,@bennettchandlerii3614,1,0
I’ve lost respect for Jack,@donnalindsay3744,0,0
"She needs to simmer down. If they pulled these products from the market, the people who believe in them would feel like they’re being controlled. It would make YOU feel better, but doesn’t give you the right to make decisions for others.  One of the reasons why our country is so divided right now is because choices were taken from us during Covid.  You need to remember that and allow people to reach their own conclusions; not forced into it.  Do some inner work and find out what makes you feel the need to  control others",@donnalindsay3744,0,1
My Bullshit meter is off the charts with this Calley guy!,@Del-du5jx,2,0
"Five topics to fix society via discussion:-Anti-natalism vs Natalism -The 3 basic needs/prenatal needsThree things necessary for human evolution that are provided while in the womb which are; food, shelter and medical care.-Platinum rule Do whatever makes one happier unless it interferes with another persons ability to do the same.-MBTI (research yours and connect with others)-Art (pick one and get better at it!)",@deshaebeasley,1,0
"This cabal tool knows NOTHING about spiritual awakening - the EXACT words cabal has started using in the last month or two to muddy christian waters, using every tool to hook the sheep - Pulls out the anger & hate cards, not base - sounds like all manipulators / fraudsters",@redtoplanding5160,1,0
"Also, we do NOT need to vote for personal sovereignty!!!We are born with GOD given rights, period!!",@kebbasda,2,0
If parents are that stupid to NOT know the difference between junk processed food their kids sick and dumbed down they have NO business having kids and parents who even buy that type of book he wrote SHOULD have been told to NOT give their kids the vaccines! POOR parents are NOT going to buy books on food to feed their kids. Get real.,@ozarkcyn1,2,0
"Lost a lot of respect for Calley in the first 10 minutes. The vax is poison, plain and simple. It’s a crime to give it to anyone from age 0 to infinity",@matthewclark3053,3,0
This fucking guy is impossible to even listen to,@MagyJne,1,0
"Pulling everything and adding back is what is done with allergies, why not in Public Health Medicine",@albertsimpkins6664,1,0
I think the whole point of the Means' is to protect the guilty from the justice they deserve by policies that just resort to moving on. That's the mission right now.,@DanaJumper,2,0
Calley just answer the damn questions 🙄,@cwilliam2994,1,0
"it has just startedhe is telling his storythen he saysI think bobby kennedy being on a national stage is miraclewell, that's disingenuousHE IS A KENNEDYnot only that his name mirrors the horrors and tragedy that befell bobby kennedymaybe it is miraculous that he is on the national stagebut disingenuousto imply it is a miracle that bobby kennedy is on a national stage.",@superdupper01,0,0
Mr na is in your food,@goathead3329,1,0
"Mr means, i feel your sincerity and yes Sri and intelligence's are all directed by a specific agenda, when you put all the skull and bones and all the structure itself, you know you did not fit in the mold but you made compromises in yourself (ignoring call things conspiracies) to be able to have a career in such programming, you can call it brainwashing, just as long you go along they will not let you know more if you don't ask the right questions and if you ask the questions it is because you already know the answer. walking a narrows path that was set/ programmed before you. view it this way, they best keep you busy than truly aligning with your heart, i believe now at this moment you start seeing, it's one big vibe,if you think the way they want. you are chosen.",@mysticalsoulqc,1,0
"Wow Mary calling Calley ""rude"" after berating him multiple times even when discussing his dead mother.  Wow. Wow. WOW!!!",@scorkren1118,0,1
Grateful that Jack is waking people up! And I'm appaulled that not enough people are angry!! We see right through the bs. Thank you Jack for helping us!!!❤💥😇💜🙏,@noraedithacevedo1448,2,0
I've tried to make it through this podcast 3 times!!! Danny Jones -- if you are going to cover these highly controversial topics you need to learn how to moderate your damn guests! Jack may have an important message but he SUCKS BALLS as a messenger. Ugh!!!!!!!!!!!!,@scorkren1118,1,0
Jack for president,@bigsamindaplace,0,0
"Im halfwsy through and i cant take anymore. I dont know whos the worst jack, mary, ir the other guyjack is bad but mary seems to really irk me. But i cant stand when grown ass adults cant let other grown ass adults speak their peace  then when theyre done, give your reply. So bye bye",@hypsyjoo369,0,0
No way did this guy take ANY jabs.,@corny5128,0,0
"He’s very nervous, and desperate for Jack to stop, but Jack smells fear.. and knows there’s a reason for it … ‘jack, jack, jack, ‘ 😂",@coopercooper8406,1,0
And still there is no mention of the REAL elephant(s) in the room.,@corny5128,1,0
"1:05, heat turns up and Calley is ready to RUN!!!",@jsa310,0,0
The C and V words are being muted. What a shame. We are living in a strange time….,@jsa310,0,0
Means is going down if he keeps acting this way!,@jsa310,0,0
Calley Means is a jackass. Thanks for shedding light on him!,@jsa310,0,0
"They're successfully treating pancreatic cancer recently in the UK at least. It's at a beta type stage treatment atm but the process is sound and tailored to the individual, also Leukemia has been succesfully treated and the potentials of the methods to be used for other cancers (mainly from the pancreatic type treatment used) SHOULD soon be harnessed, along with other new methods perhaps to maximise the success rate and fine tune the processesses for other cancers. Or at least I hope it goes that way. o7 Danny, loving the shows.",@5P4C3d3V1L,0,0
Wow! Let’s see now if Casey and Cally are under MK Ultra or if they were just ignorant. Huge thanks to ALL of you on the panel! ❤,@LightOnLaura,0,0
Does Jack truly understand that a Constitutional Amendment would take at least a decade to pass even with the will of the people behind it - provided it passes through Congress’ very high requirements for passage.,@TheFatGandalf,0,0
If people can’t see that the twins are complete paid off skunks then I don’t know what to tell you.,@PermaPasturesFarm21,1,0
End mRNA technology in all products!!!,@radensmom,0,0
His name is kali means hahahahahaha😂😂😂😂,@goathead3329,0,0
"hes not denying the damage from the shots. People can be healed from the shots with proper nutrition & proper supplements, sunshine etc WITHOUT acknowledging that their health issues came from the shots",@Toots22,0,0
"I can understand that jack and mary feel very strongly about their positions, and rightfully so, but their attitude (mostly jacks) is frankly overly aggressive and off putting. A huge number of people still buy into the covid narrative and response measures. These are the people who need to be convinced, and it won't happen through someone like Jack. Imo, if he actually cares about his message, he should be more tactful. Is Calley some WEF globalist agenda shill? I don't know, but neither does Jack. He's making accusations with circumstantial evidence. Everyone should be skeptical, but being skeptical also means being open-minded. Jack does not come across this way and at many times seems very narrow-minded. Regardless of whether Jack is entirely right, he needs to be able to reach people in a more effective way. One of his big points of suspicion is, ""Well why haven't I gotten as much attention as Calley?"" From my perspective it's because he comes across in a very unpleasant and condescending way. He is shooting himself in the foot by carrying himself in this fashion and won't get very far with spreading his message.",@darienkinne1347,1,0
"Why wait so long to publish.  It says released two days ago, then on December 26th, but it sounds like based on the time frames they refer to, it was recorded in early December Why?",@scottymills9739,0,0
"Calley is full of shit won’t answer question straight exactly what jacks day he falls back to training to any question, also the bloke looks like a weasel smirking an trying be wise ass at everything coming his was 💀🤣",@billysshiftytaint3757,0,0
Slither slither,@jowoods8009,0,0
I can't even watch and I'm only quarter of the way in what a mess we are in,@peacelilly75,0,0
"Anyone else get the feeling that this is just like the ""Matrix man"" vs Neo.  The corporate suit is the tell tale sign. It screams money is my God over humanity.",@kehreyannedean6315,2,0
I don't even trust him,@peacelilly75,0,0
Urgh brother what that,@peacelilly75,0,0
The lobbyists LOST... big time.,@kehreyannedean6315,1,0
OBVIOUSLY.... The lobbyists job is to PROTECT the profits of SHAREHOLDERS.  THAT is the core issue.  Everyone knows all this is wrong.... but no one wants to lose their MONEY.,@kehreyannedean6315,2,1
Well one's influence is solely MONEY... especially when it comes to big pharma.  Lobbyists become lobbyists because MONEY and lies are their game. So I would trust the brain surgeon before I EVER trust anything a lobbyists says. Lobbyists (professionals in the field of BRIBERY) have split tongues.... and they are loyal to the money that pays them... period.  Sounds like he is trying to deflect and redirect blame toward medications (not jabs) and the food system.  You can tell he is kikely being paid to be projab.... but won't let his own kids get those shots.   When someone won't say yes or no.... there is a reason.  Likely a backroom deal behind closed doors reason.,@kehreyannedean6315,1,0
In my opinion..... Tucker Carlson is CIA.  Always has been.... always will be.  He is controlled opposition. I would never trust him regardless of what he is spinning.,@kehreyannedean6315,2,0
Danny is a Evil Globalist & payd well to do his  Evil job.His not human,@mariaornelas4939,1,0
He didnt write no book 😂 he looks like he doesnt know a thing thats in the book,@iamup5et,1,0
I’m all for what him and his sister are trying to do with the food … I’ve been sick for over 5 years post covid …. But Jack is right he does sound just like a typical politician I think he truly wants to be in the political game and that’s all he cares about…. People need to go to jail over this shit or it will never stop … so I think Jack wins this fight. Any legit doctors read this I would really love some help to get my Heath back … Jack please reach out if you read this. My gut is fucked and I’ve been listening to what you have out there and think you could help me get my Heath back.,@steveklingelhut9266,0,0
Kruse is a bullshit artist,@blahblahblah6378,0,0
#DrJohnCampbell,@jowoods8009,0,0
"Man... I'm only 1/3 of the way through this and it's hard to listen to. I commend Calley for coming on to the podcast, so far it's tough to hear him seemingly skirting important issues. I'm not really familiar yet with him or his sister, though I know they're suddenly everywhere and my wife read their book. Why he won't even give a clear answer on why he doesn't feel the ""you know whats"" should be immediately banned is very troubling. Dr Jack Kruse is extremely impressive. I wouldn't want to ever get on his bad side and have to debate him.",@ChrisCassidyeXpRealty,1,1
"Cally Means is highlighting the problems of the world. He has  a lot of words and soft tones and nothing to offer. Everything that he is asked to validate he knows nothing about but supposedly he's a professional...and he seems more insulted and interested in the way he is being addressed, than the well being of any and all humans.",@Amberstiner,0,0
Calley is a useful idiot.,@scottiemackrell3472,0,0
"I tried to listen and got about an hour in, but I can’t stand the constant arguing. Sorry, but if you’re going to be combative you can’t share your message. Find common ground guys and move forward. I would have enjoyed more Dr. Mary too. Jack can grow up & communicate like a freaking adult. Anyone can yell & point 😂 it’s ok to be pissed, but your message got lost for the newbies in the audience.",@ashleypotrykus6248,0,0
HE SAYS THE AMERICAM PEOPLE....GLOBALIST,@maxlife9721,0,0
OH MY HELL THIS LOBYIST WILL NOT STOP LYING...HES THERE FOR MISINFORMATION....100% DISHONEST,@maxlife9721,2,0
He’s a smooth liar. Master of Deception.   I give him A+ on deflecting. I do not trust him. At all.,@rachelekofford9132,1,0
I found it hard to listen to due to that fuck wit Jack not being able to hold a rational debate just jumping from conspiracy to conspiracy bringing up his mothers death and death certificate. And interrupting constantly,@craigscanlan599,0,1
HOW ABOUT REMDEZIVIR KILLING PEOPLE IN HOSPITALS...THIS WAS MURDER BY THE HOSPITALS,@maxlife9721,0,0
Holy shit!!!! Talking about his mom and he's just sitting there taking it.,@scottymills9739,0,0
HES ACTING LIKE THINGS ARE NOT ALREADY OUT THERE AND THE DATA IS NOT THERE....BY SAYING WE SHOULD....ITS ALREADY THERE....PHARMA GUY IS DISHONEST SCUMBAG,@maxlife9721,2,0
Policy processing.  In order to get the vac out like it was.  There had to be nothing else that was able to do same job.  Well now we all no ivermectin was just as good if not better.  But no money to be made on it because patents was open ..no Monopoly on it.  Id like to know who got paid what during that big rob of tax payers . Out grand kids kids will be paying for that. This country is a joke .Greed has destroyed it .  Greedy bastards goin destroy this planet.,@marshallwilliams2990,0,0
THIS PHARMA MAN IS PURE DISHONEST FULL OF CRAP,@maxlife9721,1,0
The dude is too much. He tries talking over her every words and then wile he talkin. Shuu her.  What a narcissist.  Another prick with a title thinks better everyone else.  But I bet give him 6 months were no daddy money and no help and toss out. Like rest of country. See were is 6 months. He be dead from od or in jail. It's almost against law to be poor in this country.  Jail is full poor ppl.  But if u got oj money or MJ money.,@marshallwilliams2990,0,0
IM DONE.,@Patty62172,0,0
Jack your mean,@Patty62172,0,0
Jack said stand ford is Dark who else went to stand,@Patty62172,0,0
Wait a minute Jack. CALLEY IS HONEST ABOUT WHAT HE DID. SO HE DIDNT HIDE ANYTHING,@Patty62172,0,0
I can't do this mary and jsck,@Patty62172,0,0
Jack stop being ANGRY,@Patty62172,0,0
"This Calley looks really stupid 😅 all he says is ermmm 🙈 How on gods earth has he climbed up that ladder, he’s an absolute amateur 😂",@burkezmcr4038,0,0
43:09 sounds like an xbox live lobby 😂,@BrianSimpson765,0,0
Jack Kruse is the man!,@62LeftyBlues,0,0
Calley Means must have trained with Harris because all he gives is word salads.   He is well trained in lying and deception.  You can tell because anytime the Dr's call him out he gets nervous.  Dr Mary didn't get to talk much so she needs her own podcast.,@clamhomesteadadventures2932,1,0
"holy shit bro this guy is so annoying all i heard for 3 hours is “jack jack jack jack jack, pls, jack jack jack” holy shut UP bro",@goldenfoenam,0,0
Thr guy in the hat needs to learn some manners .,@kenadams5504,0,0
"so he looks down when he fishes out a coherent diversion. eye contact while pathologically polluting the emi field is next to impossible, also the soul( although barred) still has some pull but not much. when the left side digs in to pry out logical nouns and adjectives this is the window for the right side, this is when the head tilts slightly forward and the eyes are almost fixed on the table. on the flip note, you'll never get a straight answer these types of people get a hard on when you play this game them.",@Findmylimit,0,0
"Calley ""i believe people should have the free will to take a product they have no fucking information about but not my kids"" Signs of a snake.",@TheBitcoinWatcher,0,0
"Wow Jack.  I don’t like you.I’ll never take the jab and I might live out of this country.Just so you know.But antagonizing and being so freaking proud of picking on a guy half your ageis not doing anything for your cause. You’re into proving yourself right no matter what.Even if you’re right which I know you are, you’re OFF.Jack take this the right way!",@patriciamoore3318,1,1
I’ll talk to you Jack!,@patriciamoore3318,0,0
Jack pick on somebody your own size.I get you care.Yet it sounds as you’re out to be right.And now you’ve lost.Is it all ego.That’s fine that you’re out of US.  Look I agree.Jack if you care you’ll stop being right.Ain’t moving the needle.,@patriciamoore3318,0,0
Jack of course you’re fighting for the truth.Don’t be an optimist Jack.So it’s about being right!?Jack you are starting to sound crazy.Jack if you care about Covid and the getting medicine out of the system.You’re about being right!  I’m out Jack.,@patriciamoore3318,0,0
"See Jack says Calley is dead wrong.  Jack isn’t getting it either. And I know you’re great!!(Guantanamo as the first thing, think about it.)Calley would have never gotten the book through.  And keepattacking someone who is NOT in front of you looks weak to me.She’s not present.",@patriciamoore3318,0,0
"Of course Covid is the most important story!And you need to open up people’s listening.  Getting these people that agreewith you and I agree with you, does not open up listening.",@patriciamoore3318,0,0
Exactly people!  StrategyOpen up the listening!,@patriciamoore3318,0,0
I want Jack to read all comments and replies.  Other than just getting everyone agreeing with him.,@patriciamoore3318,0,0
"Calley is younger.  So yes he’s susceptible to mk ultra, etc.Jack you are pulling power trips.  Yes I agree with all you’re saying. Yet you sayyou and Mary want to do what Calley’s been able to do.  This ain’t the best way.",@patriciamoore3318,0,0
I can't........🤷‍♂️I CAN'T. 😠No information. It's like a conversational circle jerk & no one cumzz. 🤦‍♂️ CLLLLLLLICK *off*. Next video. New Channel. https://youtu.be/3I0K-ymOTS4?si=bhvGPifwSFMylfU6,@RedArnold-i9y,0,0
I like that a pharma lobbyist has considered the best way to make money in his job is tyrannical and hes very mindful of this,@andrewflowerandrehew9765,0,0
Surely the cov shot mandate being rebuked will kickstart the momentum to clean up the unhealth industry,@andrewflowerandrehew9765,0,0
Sounds like government and phrama want a real war... Sorry  to anyone who gets in the way!,@finishhim84,0,0
Sorry I think I got the men mix up. It's the dark hair guy I don't trust he is guilty of working for the deep state. I don't trust lobbyists.,@dianefant9486,0,0
"Callie reminds me of Jamie on Yellowstone.😅 Yes, I'm stereotyping. The hidden hand of the magician always has everyone looking at one hand while they the sleight of the other hand is at work. 🎩 🪄",@kristinak1972,1,0
Never trust a Lobbyists! Their dirt bags working both side Congress and Pharma.,@dianefant9486,0,0
"He is very, very uncomfortable!   He a deep state doctor for sure. He is selling the deep state agenda its.",@dianefant9486,0,0
His body telling you he is full of BS!,@dianefant9486,0,0
"Please, please have Dr. Tenpenny on this show! She knows about the facts about vaccines! The Lord told me years ago do not take vaccines!",@dianefant9486,0,0
I believe people are going to take back their power and start paying attention more to their body's. Trust your gut not doctors. The Lord said the people have given their power away to doctors and the government. The Lord is showing you the darkness in both now.  So we will not do it again. He says lots will die!,@dianefant9486,0,0
I’m sure the majority of humans stand with Uncle Jack and in regards to the other guy all I have to say is “HOLD MY BEER”,@lynettecamara,0,0
He is full of shit! Don't trust him!,@dianefant9486,0,0
I have a friend.  His grandfather said his 2 year old grandson very active and talks a lot. After vaccines stop talking and not active.,@dianefant9486,0,0
Pharma can't make any money off Ivermectin because it's been on the market. Ivermectin   is a cure for cancer and it has been proven in medical reports.,@dianefant9486,0,0
This dark hair doctor is deep state doctor.,@dianefant9486,0,0
Jack thinks he's inspector gadget 😂,@ssfourvegeta,0,0
I don't trust this brain surgeon he hiding something! I don't care about your past. Just say yes or no vaccines it is a bioweapons.,@dianefant9486,0,0
Singularly the worst pod cast ever. The Jack and Mary are obnoxious and cannot even follow any logical series of questions. It’s all conspiracy b. s.,@margaretcassidy-baca5129,0,0
I don't trust this brain surgeon he hiding something!,@dianefant9486,0,0
"The Lord said he would take Pharma and the medical because of the greed, and they are making people sick. After he takes Pharma down, there will not be sickness on earth.",@dianefant9486,0,0
"I have cancer, and I declined medical treatment because I know there has been a cure for cancer for 40 years that I know  of.",@dianefant9486,0,0
"I do credit Calle and his sister for opening the dark can of worms about the BigPharma and ""Health Care"" agenda over Ozempic, for one thing.",@whereswendy8544,0,0
"Doctors who stand up fear being killed, losing their license, and their practice destroyed and their kick backs of $35,000.00 a year, plus vacations paid by Pharma to push their drugs. Most doctors  now work for a hospital or a corporation requiring them to push Pharma. The only difference between doctors and the person selling drugs on the street is that the doctor has a license. Doctors get a kickback for the number of drugs they push per month!",@dianefant9486,0,0
Jack did his research and seems to have the receipts.,@whereswendy8544,0,0
Why ask a question if you don't let the person answer? They need a talking stick.,@no_displayname,0,0
Jack Kruse is a lunatic who is wrong about almost everything.,@boydquinoa,0,0
"One side likes to argue by haulting the conversation with interjections of, ""Hold on, hold on, hold on on..."" Then talking over the first person speaking. That is debate strategy and sensorship. I'm worried if this is the influencer who has our govt's ear on health  care. We have a chance to make some huge, required changes in our broken health care system. Let's not sacrifice our needs to gain small steps. It never worked before. Truth is whole truth, not censored truth. Ask Dr Malone (one of the creators of the treatment) what an mRNA treatment is. It was never intended for vaccines or the general public. He is one of many doctors and scientists internationally who have been protesting for several years to hault mRNa misuse. Uncensor their reports.We deserve more than a ban of bad cereal colorants. We all deserve a safer, more ethical health system. Let us not debate and settle for less than a complete reformation. We all witnessed deaths. Profits over people is a total fail that can never be acceptable. Stay healthy, stay strong.",@d.e.christe2334,0,0
Calley is incapable of giving a straight answer. He's full of sh*t,@RemingtonMK,0,0
This is unlistenable.,@cobraengineering,0,0
NOBODY makes that Mossad comment about 9/11... if it's true we should talk about the evidence for that and it being a control demolish.,@JamesOGant,0,0
Calley is bafflegabbing...,@iandawson7358,0,0
And......  these comments determine everything,@jennysiepka9900,0,0
"Seek first to understand and then to be understood. Interrupting in the middle of an answer to ask other questions completely turns me off from Jack. Jack has a predisponsition of something nefarious going on... is he right? Maybe... but his tone of questions and his ""I got all the answers and you don't"" mentality kill him. It is not professional, whatsoever. Jack is going to grind his ax no matter how or what Calley says. If Jack has all the answers, become a lobbyist or run for office in Washington. Outside of that, shut the h3ll up, Jack.",@calvinlake6870,2,0
"Jack and his hysteria are why we can't get things done. Who can take him seriously with his attitude? He is the flipside of a coin with a screeching liberal cat lady on the other side. He has so much valid information, but he's useless to the cause. Either help for real or get out of the way.",@Allihere,1,0
All so-called VACCINES! are  poison and cause 90% of the Disease.   ☠️💉☠️ 🤬Evil. gov,@christopherharvey1204,0,0
Who the fuck does this guy think he is acting like.,@mirxael,0,0
"Good for you, Jack.",@julieowen5874,0,0
He is a slippery sucker you guys...however he is beautifully nice...,@julieowen5874,0,0
"This podcast has to be one of the most spectacular events that ever happened in the world. All three persons and the host reached an epic monumental milestone moment at [158:22] minutes into the show. The fact that Calley was able to gather the grit to stay on with the challenging confrontation before him and have Jack and Mary segue into posturing the Jack Medical Bukele act into our governmental framework leveraging the use of state law, and avoiding the clash of Federal Law, is the best news yet. You arrived at a point where ""we the people"" can help you take action immediately to implement the change that this country and the entire world needs to shift towards. It is doable, practical, and easy to present to the people, who are yearning for a solution to this medical JD Rock-feller, plague of a lifetime, perpetrated through lies and disguise upon humankind. How can we help formulate how we all might address our Governers to usher in this online solution you have arrived at, before our v very eyes, and ears. Superb, stupendous, spectacular.",@michaelmoreau2590,0,0
"1.38 'Jack, Jack, Jake I want the people to decide so I'll agree with that' Well according to the comments section Calley we have unanimously decided that you are not fit for the job.",@Connectwithin369,0,0
IF WE HAD A DOLLAR FOR EVERY LIKE,@paulwilliams1634,0,0
MOST DOCTORS ARE WEAK NO BACKBONE SAD,@paulwilliams1634,0,0
"This is a great podcast. Dr. Mary has been through hell and back, in her practice so she represents a clear litmus test for evaluating anyone on the scene about ""jabs"". Jack is a tribe leader and going to ""vet"" anyone on quite a few subjects. I know for a fact that I was MKUltra'd in school and as a kid with the world of television and music. Almost anyone in the working system of any schooling is a product of JD Rockefeller's programing. In a sense people and families who lived through Disney's effect on the world has been ""waterboarded"" and is thoroughly ""Spellbound"". Since getting a heck of a lot more sunshine in my life, I am getting clearer instructions for regaining my health. And the best way to ""come out of this trance from the elites"", Sun is the only antidote.            It runs so deep that anyone, even Calley Means is unable to see how he fits the mold to a tee. Time and his maturation regarding ""banning the realm of vaccinations"" on every level is tantamount. You want to know about where the program all started. It began with Polio. It was never a virus. How do I know. Well, I am a Polio survivor who lived his life under that somnambulistic trance for the past 69 years. I was hospitalized when I was 5 in 1955.              You want to know what Polio is, where it came from, how it did what it did, well why the heck is anyone asking a doctor who never had the challenge, how to treat it? That is absurd. It reminds me of when a male doctor sees a female patient who is pregnant, and the male doctor blurs out that old familiar phrase...""oh I see your pregnant, I know exactly how you feel"". No, you don't stupid, you're not a woman and there is no way to pretend you know how a woman ""feels"" in her female body, how could you. You want to know how Polio feels? Well, why not ask the patient who survived. I have the smoking gun regarding Polio and its origins. I live in that dimension every single day and have done so, for the past 69 long years.        I am 74. You want to know about vaccines, ask me soon as I am getting older. I really need to present my evidence to Elon Musk and Bobby Kennidy with Jack Kruse as well. Last year I woke up to the reality that I was diagnosed with Polio way back then, when I was 5, and the life I have attempted to live, turned into a nightmare, because that life was spent in a stupor of handicap events, that my conscious mind was completely unaware of. I guess you could say, ""you had to be there, in my shoes to experience it, in order to believe it"".",@michaelmoreau2590,1,0
CALLEY''S A WUSE,@paulwilliams1634,1,0
BIG PHARMA IS RUN BY DEVILS,@paulwilliams1634,1,0
It's hard not to see right through Calley's dis ingenuity.,@Connectwithin369,2,0
"MEDICAL INDUSTRY IS A TYRANNY, NOT IS A GOOD WAY",@paulwilliams1634,0,0
"LIKE. LIKE ,LIKE",@paulwilliams1634,0,0
a lot of non answers,@paulwilliams1634,1,0
"FDA, DOD, FBI, CIA WANT US DEAD",@paulwilliams1634,1,0
stall Calley stall,@paulwilliams1634,0,0
Jack jack jack jack jack 🥴😳,@jasongreen6842,1,0
i don't trust this asshole either,@paulwilliams1634,1,0
"The Lobbyist, its obvious who he is beholding to.  It's gross and criminal but nothing will happen.",@Mr196710,0,0
Danster said that Calley wouldn't come on if he was nefarious.  Psychopaths ALWAYS think they are the cleverest one in the room.,@Mr196710,0,0
What’s with the “BLANK”,@AMERIKENUS,0,0
I knew this was bs back in 2020 I never took the vaccine I don’t believe the government. It’s hard to trust someone who can’t answer a yes or no question. Are you in favor of BLAH BLAH BLAH ?Yes or NoSimple. Easy. Not difficult,@AMERIKENUS,1,0
"Calley needs to check out Deborah Tovaris, Jeff Berwick, Max Igan, David Icke and Peggy Hall",@lindasills614,1,0
